chapter,shlok,text,list_metaphors,count_metaphors,refined,verb_refined,count_met_ref,count_verb_ref
2,19,"  He who thinks of This (Atman) as slayer and he who believes This to be  slain, are both ignorant. This neither slays nor is ever slain.    ","['This', 'This', 'This']",3,[],[],0,0
2,20,"  This is never born nor ever dies, nor having been will ever not be any more;  unborn, eternal, everlasting, ancient, This is not slain when the body is slain.   ","['This', 'This']",2,[],[],0,0
2,21,"  He who knows This, O Arjuna, to be imperishable, eternal, unborn, and  immutable—whom and how can that man slay or cause to be slain?   ","['This', 'that']",2,[],[],0,0
2,22,"  As a man casts off worn-out garments and takes others that are new, even so  the embodied one casts off worn-out bodies and passes on to others new.   ",[],0,[],[],0,0
2,23,"  This no weapons wound, This no fire burns, This no waters wet, This no  wind does dry.   ",[],0,[],[],0,0
2,24,"  Beyond all cutting, burning, wetting and drying is This-eternal,  all-pervading, stable, immovable, everlasting.   ","['Beyond', 'vad', 'stable']",3,"['Beyond', 'vad', 'stable']",[],3,0
2,25,"  Perceivable neither by the senses nor by the mind, This is called  unchangeable; therefore knowing This as such you should not grieve.   ","['This', 'This']",2,[],[],0,0
2,26,"  And if you deems This to be always coming to birth and always dying,  even then, O Arjuna, you should not grieve.   ","['This', 'coming to']",2,['coming to'],['coming to'],1,1
2,27,"  For certain is the death of the born, and certain is the birth of the dead;  therefore what is unavoidable you should not regret.   ",[],0,[],[],0,0
2,28,"  The state of all beings before birth is unmanifest; their middle state manifest;  their state after death is again unmanifest. What occasion is there for lament, O  Arjuna?   ","['state', 'before', 'middle state', 'state after']",4,"['state', 'middle state', 'state after']",[],3,0
2,29,  One looks upon This as a marvel; another speaks of This as such; another  hears thereof as a marvel; yet having heard This none truly knows This.   ,"['upon', 'there', 'This', 'This']",4,['there'],[],1,0
2,30,"  This embodied one in the body of every being is ever beyond all harm, O  Arjuna; you should not, therefore, grieve for any one.   ","['This', 'in', 'beyond']",3,[],[],0,0
2,31,"  Again, seeing yours own duty you should not shrink from it; for there is  no higher good for a Kshatriya than a righteous war.   ","['seeing', 'shrink from', 'higher']",3,"['seeing', 'shrink from', 'higher']",['seeing'],3,1
2,32,"  Such a fight, coming unsought, as a gateway to heaven thrown open, falls  only to the lot of happy Kshatriyas, O Arjuna.   ","['fight', 'coming un', 'gateway to heaven thrown open', 'falls', 'to', 'lot']",6,"['fight', 'coming un', 'gateway to heaven thrown open', 'falls', 'lot']","['coming un', 'gateway to heaven thrown open']",5,2
2,33,"  But if you will not fight this righteous fight, then failing in your duty and  losing yours honour you will incur sin.   ","['fight this', 'ous fight', 'then', 'in', 'los', 'incur']",6,"['fight this', 'ous fight', 'then', 'los', 'incur']",[],5,0
2,34,  The world will for ever recount the story of your disgrace; and for a man of  honour disgrace is worse than death.   ,['re'],1,['re'],[],1,0
2,35,  The great warriors will think that fear made you retire from battle; and you  will fall in the esteem of those very ones who have held you high.   ,"['great', 'made', 'retire from', 'fall in', 'those', 'held', 'high']",7,"['great', 'made', 'retire from', 'fall in', 'held', 'high']",['made'],6,1
2,36,  Yours enemies will deride your prowess and speak many unspeakable words  about you. What can be more painful than that?   ,"['deride', 'about', 'that']",3,['deride'],[],1,0
2,37,"  Slain, you shall gain heaven; victorious, you shall inherit the earth:  therefore arise, O Arjuna, determined to fight.   ",[],0,[],[],0,0
2,38,"  Hold alike pleasure and pain, gain and loss, victory and defeat, and gird up  your loins for the fight; so doing you shall not incur sin.   ","['Hold', 'incur']",2,"['Hold', 'incur']",['Hold'],2,1
2,39,  Thus have I set before you the attitude of Knowledge; hear now the attitude  of Action; resorting to this attitude you shall cast off the bondage of action.   ,"['set before', 'attitude', 'attitude', 'to this attitude', 'cast off', 'bondage']",6,"['set before', 'attitude', 'attitude', 'to this attitude', 'cast off', 'bondage']",['set before'],6,1
2,40,"  Here no effort undertaken is lost, no disaster befalls. Even a little of this  righteous course delivers one from great fear.   ",[],0,[],[],0,0
2,41,"  The attitude, in this matter, springing, as it does, from fixed resolve is but  one, O Arjuna; but for those who have no fixed resolve the attitudes are  many-branched and unending.   ","['attitude', 'in this', 'springing', 'from fixed', 'have', 'fixed', 'attitude', 'many', 'branched', 'unending']",10,"['attitude', 'in this', 'springing', 'from fixed', 'have', 'fixed', 'attitude', 'many', 'branched', 'unending']","['springing', 'from fixed', 'have', 'fixed', 'branched', 'unending']",10,6
2,42,"  The ignorant, revelling in the letter of the Vedas, declare that there is  nothing else; carnally-minded, holding heaven to be their goal, they utter  swelling words which promise birth as the fruit of action and which dwell on  the many and varied rites to be performed for the sake of pleasure and power;  intent, as they are, on pleasure and power their swelling words rob them of  their wits, and they have no settled attitude which can be centered on the  supreme goal.   ","['in', 'holding', 'goal', 'swelling', 'promise', 'fruit', 'dwell on', 'power', 'on', 'power', 'swelling', 'rob', 'have', 'settled', 'center', 'on', 'goal']",17,"['holding', 'goal', 'swelling', 'promise', 'fruit', 'dwell on', 'power', 'power', 'swelling', 'rob', 'have', 'settled', 'center', 'goal']","['holding', 'swelling', 'swelling', 'have', 'settled']",14,5
2,43,"  The ignorant, revelling in the letter of the Vedas, declare that there is  nothing else; carnally-minded, holding heaven to be their goal, they utter  swelling words which promise birth as the fruit of action and which dwell on  the many and varied rites to be performed for the sake of pleasure and power;  intent, as they are, on pleasure and power their swelling words rob them of  their wits, and they have no settled attitude which can be centered on the  supreme goal.  ","['in', 'holding', 'goal', 'swelling', 'promise', 'fruit', 'dwell on', 'power', 'on', 'power', 'swelling', 'rob', 'have', 'settled', 'center', 'on', 'goal']",17,"['holding', 'goal', 'swelling', 'promise', 'fruit', 'dwell on', 'power', 'power', 'swelling', 'rob', 'have', 'settled', 'center', 'goal']","['holding', 'swelling', 'swelling', 'have', 'settled']",14,5
2,44,"  The ignorant, revelling in the letter of the Vedas, declare that there is  nothing else; carnally-minded, holding heaven to be their goal, they utter  swelling words which promise birth as the fruit of action and which dwell on  the many and varied rites to be performed for the sake of pleasure and power;  intent, as they are, on pleasure and power their swelling words rob them of  their wits, and they have no settled attitude which can be centered on the  supreme goal.   ","['in', 'holding', 'goal', 'swelling', 'promise', 'fruit', 'dwell on', 'power', 'on', 'power', 'swelling', 'rob', 'have', 'settled', 'center', 'on', 'goal']",17,"['holding', 'goal', 'swelling', 'promise', 'fruit', 'dwell on', 'power', 'power', 'swelling', 'rob', 'have', 'settled', 'center', 'goal']","['holding', 'swelling', 'swelling', 'have', 'settled']",14,5
2,45,"  The Vedas have as their domain the three gunas; eschew them, O Arjuna.  Free yourself from the pairs of opposites, abide in eternal truth, scorn to gain or  guard anything, remain the master of your soul.   ","['have as', 'domain', 'Free', 'from', 'pair', 'opposite', 'in', 'guard']",8,"['have as', 'domain', 'Free', 'pair', 'opposite', 'guard']",['have as'],6,1
2,46,"  To the extent that a well is of use when there is a flood of water on all sides,  to the same extent are all the Vedas of use to an enlightened Brahmana.   ","['To', 'to', 'to']",3,[],[],0,0
2,47,"  Action alone is your province, never the fruits thereof; let not your motive be  the fruit of action, nor should you desire to avoid action.   ","['fruits there', 'fruit', 'avoid']",3,"['fruits there', 'fruit', 'avoid']",[],3,0
2,48,"  Act you, O Arjuna, without attachment, steadfast in Yoga,  even-minded in success and failure. Even-mindedness is Yoga.   ","['without', 'attachment', 'in', 'in']",4,['attachment'],[],1,0
2,49,"  For action, O Arjuna, is far inferior to unattached action; seek refuge in  the attitude of detached action. Pitiable are those who make fruit their motive.   ","['far', 'to unattache', 'seek refuge in', 'attitude', 'detached', 'make fruit']",6,"['far', 'to unattache', 'seek refuge in', 'attitude', 'detached', 'make fruit']","['to unattache', 'detached', 'make fruit']",6,3
2,50,"  Here in this world a man gifted with that attitude of detachment escapes the  fruit of both good and evil deeds. Gird yourself up for Yoga, therefore. Yoga is  skill in action.   ","['Here in this', 'with that attitude', 'detachment escape', 'fruit', 'vil', 'Gird', 'up', 'in']",8,"['Here in this', 'with that attitude', 'detachment escape', 'fruit', 'vil', 'Gird', 'up']",[],7,0
2,51,"  For sages, gifted with the attitude of detachment, who renounce the fruit of  action, are released from the bondage of birth and attain to the state which is  free from all ills.   ","['gift', 'with', 'attitude', 'fruit', 'from', 'bondage', 'birth', 'attain to', 'free from']",9,"['gift', 'attitude', 'fruit', 'bondage', 'birth', 'attain to', 'free from']",[],7,0
2,52,"  When your understanding will have passed through the slough of delusion,  then will you be indifferent alike to what you have heard and will hear.   ","['passed through', 'slough', 'to']",3,"['passed through', 'slough']",['passed through'],2,1
2,53,"  When your understanding, distracted by much hearing, will rest steadfast  and unmoved in concentration, then will you attain Yoga.  Arjuna Said:   ","['distract', 'rest ste', 'in', 'attain']",4,"['distract', 'rest ste', 'attain']",[],3,0
2,54,"  What, O Krishna, is the mark of the man whose understanding is secure,  whose mind is fixed in concentration? How does he talk? How sit? How move.  The Lord Said:   ","['mark', 'secure', 'fixed in']",3,"['mark', 'secure', 'fixed in']",['fixed in'],3,1
2,55,"  When a man puts away, O partha, all the cravings that arise in the mind and  finds comfort for himself only from soul, then he is called the man of secure  understanding.    ","['s', 'arise in', 'find', 'comfort', 'from', 'secure']",6,"['s', 'arise in', 'find', 'comfort', 'secure']",['find'],5,1
2,56,"  Whose mind is untroubled in sorrows and longs not for joys, who is free  from passion, fear and wrath—he is called the ascetic of secure understanding.   ","['untrouble', 'in', 'free from', 'secure']",4,"['untrouble', 'free from', 'secure']",[],3,0
2,57,"  Who owns attachment nowhere, who feels neither joy nor resentment  whether good or bad comes his way—that man's understanding is secure.   ","['own', 'attachment nowhere', 'feel', 'comes', 'way', 'secure']",6,"['own', 'attachment nowhere', 'feel', 'comes', 'way', 'secure']",['comes'],6,1
2,58,"  And when, like the tortoise drawing in its limbs from every side, this man  draws in his senses from their objects, his understanding is secure.   ","['tortoise drawing in', 'limbs', 'this', 'draws in', 'from', 'secure']",6,"['tortoise drawing in', 'limbs', 'draws in', 'secure']",[],4,0
2,59,"  When a man starves his senses, the objects of those senses disappear from  him, but not the yearning for them; the yearning too departs when he beholds  the Supreme.    ","['those', 'depart', 'behold']",3,"['depart', 'behold']",[],2,0
2,60,"  For, in spite of the wise man's endeavour, O Arjuna, the unruly senses  distract his mind perforce.   ","['ru', 'distract']",2,"['ru', 'distract']",[],2,0
2,61,"  Holding all these in check, the yogi should sit intent on Me; for he whose  senses are under control is secure of understanding.   ","['Holding', 'these in', 'sit', 'on', 'under control', 'secure']",6,"['Holding', 'these in', 'sit', 'under control', 'secure']",['Holding'],5,1
2,62,"  In a man brooding on objects of the senses, attachment to them springs up;  attachment begets craving and craving begets wrath.   ","['In', 'to', 'spring', 'up', 'attachment bege', 'bege']",6,"['spring', 'up', 'attachment bege', 'bege']",[],4,0
2,63,"  Wrath breeds stupefaction, stupefaction leads to loss of memory, loss of  memory ruins the reason, and the ruin of reason spells utter destruction.   ","['breed', 'lead', 'to loss', 'loss', 'ruin', 'ruin', 'spell']",7,"['breed', 'lead', 'to loss', 'loss', 'ruin', 'ruin', 'spell']",[],7,0
2,64,"  But the disciplined soul, moving among sense-objects with the senses  weaned from likes and dislikes and brought under the control of soul, attains  peace of mind.    ","['with', 'wean', 'from', 'brought under', 'control', 'attains']",6,"['wean', 'brought under', 'control', 'attains']",['brought under'],4,1
2,65,"  Peace of mind means the end to all ills, for the understanding of him whose  mind is at peace stands secure.   ","['means', 'end to', 'at', 'stand', 'secure']",5,"['means', 'end to', 'stand', 'secure']",[],4,0
2,66,"  The undisciplined man has neither understanding nor devotion; for him  who has no devotion there is no peace, and for him who has no peace where  happiness?   ","['has', 'has', 'has', 'where']",4,"['has', 'has', 'has', 'where']","['has', 'has', 'has']",4,3
2,67,"  For when his mind runs after any of the roaming senses, it sweeps away his  understanding, as the wind a vessel upon the waters.   ","['runs after', 'roa', 'sweeps away', 'vessel upon']",4,"['runs after', 'roa', 'sweeps away', 'vessel upon']",[],4,0
2,68,"  Therefore, O Arjuna, he, whose senses are reined in on all sides from  their objects, is the man of secure understanding.   ","['rein', 'secure']",2,"['rein', 'secure']",[],2,0
2,69,"  When it is night for all other beings, the disciplined soul is awake; when all  other beings are awake, it is night for the seeing ascetic.    ",[],0,[],[],0,0
2,70,"  He in whom all longings subside, even as the waters subside in the ocean  which, though ever being filled by them, never overflows—that man finds  peace; not he who cherishes longing.   ","['in', 'subside', 'side', 'find']",4,"['subside', 'side', 'find']",['find'],3,1
2,71,"  The man who sheds all longing and moves without concern, free from the  sense of ‘I' and ‘Mine'—he attains peace.   ","['sheds', 'without', 'free from', 'sense', 'attains']",5,"['sheds', 'free from', 'sense', 'attains']",[],4,0
2,72,"  This is the state, O partha, of the man who rests in Brahman; having attained  to it, he is not deluded. He who abides in this state even at the hour of death  passes into oneness with Brahman. ","['This', 'state', 'rest', 'in', 'to it', 'in this state', 'at', 'passe', 'into', 'with']",10,"['state', 'rest', 'to it', 'in this state', 'passe']",[],5,0
13,1,"  This body, O Arjuna, is called the Field; he who knows it is called the  knower of the Field by those who know.   ",['This'],1,[],[],0,0
13,2,"  And understand Me to be, O Arjuna, the knower of the Field in all the Fields;  and the knowledge of the Field and the knower of the Field, I hold, is true  knowledge.   ",['hold'],1,['hold'],[],1,0
13,3,"  What the Field is, what its nature, what its modifications, and where is  what, as also who He is, and what His power—hear this briefly from Me.   ","['nature', 'power', 'this', 'from']",4,"['nature', 'power']",[],2,0
13,4,"  This subject has been sung by seers distinctively and in various ways, in  different hymns as also in aphoristic texts about Brahman well reasoned and  unequivocal.   ","['This subject', 'in', 'ways', 'in', 'in', 'about']",6,"['This subject', 'ways']",[],2,0
13,5,"  The great elements, Individuation, Reason, the Unmanifest, the ten senses,  and the one (mind), and the five spheres of the senses;   ","['great', '']",2,['great'],[],1,0
13,6,"  Desire, dislike, pleasure, pain, association, consciousness, cohesion—this, in  sum, is what is called the Field with its modifications.   ","['pain', 'conscious', 'this', 'in', 'Field with']",5,"['pain', 'conscious', 'Field with']",[],3,0
13,7,"  Freedom from pride and pretentiousness, nonviolence, forgiveness,  uprightness, service of the Master, purity, steadfastenes, self-restraint;   ","['Freedom from', 'service', 'stra']",3,"['Freedom from', 'service', 'stra']",[],3,0
13,8,"  Aversion from sense-objects, absence of conceit, realization of the painfulness  and evil of birth, death, age and disease;   ","['version from', 'object', 'pain', 'vil']",4,"['version from', 'object', 'pain', 'vil']",[],4,0
13,9,"  Absence of attachment, refusal to be wrapped up in one's children, wife,  home and family, even-mindedness whether good or ill befall;   ","['attachment', 'wrapped up in', 'fall']",3,"['attachment', 'wrapped up in', 'fall']",['wrapped up in'],3,1
13,10,"  Unwavering and all-exclusive devotion to Me, resort to secluded spots,  distaste for the haunts of men;   ","['Unwavering', 'to', 'to']",3,['Unwavering'],['Unwavering'],1,1
13,11,"  Settled conviction of the nature of the soul, perception of the goal of the  knowledge of Truth,—   ","['Settled con', 'nature', 'per', 'goal']",4,"['Settled con', 'nature', 'goal']",['Settled con'],3,1
13,12,"  I will (now) expound to you that which is to be known and knowing which  one enjoys immortality; it is the supreme Brahman which has no beginning,  which is called neither Being nor non-Being.   ","['expound to', 'that', 'has']",3,"['expound to', 'has']",['has'],2,1
13,13,"  Everywhere having hands and feet, everywhere having eyes, heads,  mouths, everywhere having ears, It abides embracing everything in the  universe.   ","['having', 'having', 'having', 'abi', 'embracing', 'in']",6,"['having', 'having', 'having', 'abi', 'embracing']","['having', 'having', 'having', 'embracing']",5,4
13,14,"  Seeming to possess the functions of the senses, It is devoid of all the senses;  It touches nothing, upholds all; having no gunas, It experiences the gunas.   ","['possess', 's', 'devoid', 'uphold', 'having', 'experiences', 'guna']",7,"['possess', 's', 'devoid', 'uphold', 'having', 'experiences', 'guna']",['having'],7,1
13,15,"  Without all beings, yet within; immovable yet moving, so subtle that It  cannot be perceived; so far and yet so near It is.  ","['Without', 'within', 'far', 'near']",4,['far'],[],1,0
13,16,"  Undivided, It seems to subsist divided in all beings; this Brahman— That which is to be known as the Sustainer of all, yet It is their Devourer and Creator.   ","['sist divide', 'in', 'this', 'That', 'Creator']",5,"['sist divide', 'Creator']",[],2,0
13,17,"  Light of all lights, It is said to be beyond darkness; It is knowledge, the  object of knowledge, to be gained only by knowledge; It is seated in the hearts  of all.   ","['Light', 'beyond', 'gain', 'seated in']",4,"['Light', 'gain', 'seated in']",['seated in'],3,1
13,18,"  Thus have I expounded in brief the Field, Knowledge and That which is to  be known; My devotee, when he knows this, is worthy to become one with Me.   ","['expounded in', 'Field', 'That', 'this']",4,"['expounded in', 'Field']",['expounded in'],2,1
13,19,  Know that Prakriti and Purusha are both without beginning; know that all  the modifications and gunas are born of Prakriti.   ,"['without', 'guna', 'born']",3,"['guna', 'born']",[],2,0
13,20,  Prakriti is described as the cause in the creation of effects from causes;  Purusha is described as the cause of the experiencing of pleasure and pain.   ,['in'],1,[],[],0,0
13,21,"  For the Purusha, residing in Prakriti, experiences the gunas born in Prakriti;  attachment to these gunas is the cause of his birth in good or evil wombs.   ","['experiences', 'attachment to these', 'vil']",3,"['experiences', 'attachment to these', 'vil']",[],3,0
13,22,"  What is called in this body the Witness, the Assentor, the Sustainer, the  Experiencer, the Great Lord and also the Supreme soul, is Supreme Being.   ",['in this'],1,['in this'],[],1,0
13,23,"  He who thus knows Purusha and Prakriti with its gunas, is not born again,  no matter how he live and move.   ","['with', 'gunas']",2,['gunas'],[],1,0
13,24,"  Some through meditation hold the soul by themselves in their own self;  others by Sankhya Yoga, and others by Karma Yoga.   ","['through', 'hold', 'in']",3,['hold'],[],1,0
13,25,"  Yet others, not knowing (Him) thus, worship (Him) having heard from  others; they too pass beyond death, because of devoted adherence to what they  have heard.   ","['worship', 'from', 'pass beyond', 'devo', 'to']",5,"['worship', 'pass beyond', 'devo']",[],3,0
13,26,"  Wherever something is born, animate or inanimate, know you  Arjuna, that it issues from the union of the Field and the Knower of the  Field.     ","['born', 'from', 'union']",3,"['born', 'union']",[],2,0
13,27,"  Who sees abiding in all beings the same Supreme lord, imperishable in the  perishable, he sees indeed.   ","['se', 'in', 'Supreme', 'in', 'se']",5,"['se', 'Supreme', 'se']",[],3,0
13,28,"  When he sees the same Supreme Being abiding everywhere alike, he does not hurt  himself by himself and hence he attains the highest goal.   ","['se', 'a', 'highest goal']",3,"['se', 'highest goal']",[],2,0
13,29,"  Who sees that it is Prakriti that performs all actions and thus (knows) that  soul performs them not, he sees indeed.   ","['se', 'performs', 'perform', 'se']",4,"['se', 'performs', 'perform', 'se']",[],4,0
13,30,"  When he sees the diversity of beings as founded in unity and the whole  expanse issuing therefrom, then he attains to Brahman.   ","['sees', 'founded in', 'whole expanse issuing therefrom', 'atta', 'to']",5,"['sees', 'founded in', 'whole expanse issuing therefrom', 'atta']","['founded in', 'whole expanse issuing therefrom']",4,2
13,31,"  This imperishable Supreme soul, O Arjuna, though residing in the  body, acts not and is not stained, for he has no beginning and no gunas.   ","['This', 'Supreme', 'res', 'has', 'guna']",5,"['Supreme', 'res', 'has', 'guna']",['has'],4,1
13,32,"  As the all-pervading ether, by reason of its subtlety, is not soiled even so  soul pervading every part of the body is not soiled.   ",[],0,[],[],0,0
13,33,"  As the one Sun illumines the whole universe, even so the Master of the Field  illumines the whole field, O Arjuna!   ",[],0,[],[],0,0
13,34,"  Those who, with the eyes of knowledge, thus perceive the distinction  between the Field and the Knower of the Field, and (the secret) of the release o  beings from Prakriti, they attain to the Supreme.","['Those', 'with', 'eyes', 'between', 'from', 'attain to']",6,"['eyes', 'attain to']",[],2,0
6,1,"  He who performs all obligatory action, without depending on the fruit  thereof, is a sannyasin and a yogin—not the man who neglects the sacrificial  fire nor he who neglects action.   ","['without', 'fruit', 'fire']",3,"['fruit', 'fire']",[],2,0
6,2,"  What is called sannyasa, know you to be yoga, O Arjuna; for none can  become a yogin who has not renounced selfish purpose.   ",[],0,[],[],0,0
6,3,"  For the man who seeks to scale the heights of yoga, action is said to be the  means; for the same man, when he has scaled those heights, repose is said to be  the means.   ","['se', 'means', 'scale', 'those', 'means']",5,"['se', 'means', 'scale', 'means']",[],4,0
6,4,"  When a man is not attached either to the objects of sense or to actions and  sheds all selfish purpose, then he is said to have scaled the heights of yoga.   ","['attached', 'to', 'object', 'to', 'sheds', 'scaled', 'heights']",7,"['attached', 'object', 'sheds', 'scaled', 'heights']","['attached', 'scaled']",5,2
6,5,"  By one's Self should one raise oneself, and not allow oneself to fall; for soul  (Self) alone is the friend of self, and Self alone is self's foe.   ","['raise', 'friend', 'foe']",3,"['raise', 'friend', 'foe']",[],3,0
6,6,"  His Self alone is friend, who has conquered himself by his Self: but to him  who has not conquered himself and is thus inimical to himself, even his Self  behaves as foe.   ","['conque', 'to', 'conque', 'to', 'fo']",5,"['conque', 'conque', 'fo']",[],3,0
6,7,"  Of him who has conquered himself and who rests in perfect calm the self is  completely composed, in cold and heat, in pleasure and pain, in honour and  dishonour.   ","['conque', 'rest', 'in', 'in', 'in', 'in']",6,"['conque', 'rest']",[],2,0
6,8,"  The yogin who is filled with the contentment of wisdom and discriminative  knowledge, who is firm as a rock, who has mastered his senses, and to whom a  clod of earth, a stone and gold are the same, is possessed of yoga.   ","['filled with', 'contentment', 'tive', 'firm', 'rock', 'to', 'possess']",7,"['filled with', 'contentment', 'tive', 'firm', 'rock', 'possess']",['filled with'],6,1
6,9,"  He excels who regards alike the boon companion, the friend, the enemy, the  stranger, the mediator, the alien and the ally, as also the saint and the sinner.   ","['regard', 'boon']",2,"['regard', 'boon']",[],2,0
6,10,"  Let the yogi constantly apply his thought to soul remaining alone in a  scheduled place, his mind and body in control, rid of desires and possessions.    ","['apply', 'to', 'in control', 'rid']",4,"['apply', 'in control', 'rid']",['apply'],3,1
6,11,"  Fixing for himself, in a pure spot, a firm seat, neither too high nor yet too  low, covered with kusha grass, thereon a deerskin, and thereon a cloth;   ",['pure'],1,['pure'],[],1,0
6,12,"  Sitting on that seat, with mind concentrated, the functions of thought and  sense of control, he should set himself to the practice of yoga for the sake of  self-purification.   ","['that', 'with', 'concentrat', 'sense', 'control', 'set', 'to']",7,"['concentrat', 'sense', 'control', 'set']",[],4,0
6,13,"  Keeping himself steady, holding the trunk, the neck and the head in a  straight line and motionless, fixing his eye on the tip of his nose, and looking  not around.   ","['in', 'line']",2,['line'],[],1,0
6,14,"  Tranquil in spirit, free from fear, steadfast in the vow of brahmacharya,  holding his mind in control, the yogi should sit, with all his thoughts on Me,  absorbed in Me.   ","['in', 'free from', 'in', 'holding', 'in control', 'with', 'on', 'absorb', 'in']",9,"['free from', 'holding', 'in control', 'absorb']",['holding'],4,1
6,15,"  The yogi, who ever thus, with mind controlled, unites himself to soul,  wins the peace which culminates in Nirvana, the peace that is in Me.   ","['with', 'controlled', 'to', 'win', 'in', 'in']",6,"['controlled', 'win']",['controlled'],2,1
6,16,"  Yoga is not for him who eats too much, nor for him who fasts too much,  neither for him who sleeps too much, nor yet for him who is too wakeful.   ",[],0,[],[],0,0
6,17,"  To him who is disciplined in food and recreation, in effort in all activities,  and in sleep and waking, yoga (discipline) becomes a relief from all ills.   ","['To', 'in', 'in', 'in', 'in', 'relief from']",6,['relief from'],[],1,0
6,18,"  When one's thought, completely controlled, rests steadily on only soul,  when one is free from longing for all objects of desire, then one is called a yogin.   ","['control', 'rests ste', 'on', 'free from', 'object']",5,"['control', 'rests ste', 'free from', 'object']",[],4,0
6,19,"  As a taper in a windless spot flickers not, even so is a yogin, with his  thought controlled, seeking to unite himself with soul.   ","['with', 'control', 'seeking', 'ite', 'with']",5,"['control', 'seeking', 'ite']",['seeking'],3,1
6,20,"  Where thought curbed by the practice of yoga completely ceases, where a  man sits content within himself, soul having seen soul;   ","['Where', 'curbed', 'where']",3,"['Where', 'curbed', 'where']",[],3,0
6,21,  Where he experiences that endless bliss beyond the senses which can be  grasped by reason alone; wherein established he swerves not from the Truth;   ,"['Where', 'that', 'beyond', 'gras', 'wherein', 'swer', 'from']",7,"['Where', 'gras', 'wherein', 'swer']",[],4,0
