chapter,shlok,text,id,list_metaphors,count_metaphors,refined,verb_refined,count_met_ref,count_verb_ref
2,1," Sanjaya said   To him, who was thus overcome with pity, whose eyes were wet with tears, who was sorrow-stricken and who bore a bewildered look Sri Krsna spoke as follows:",2.1,"['To', 'with', 'with', 'stri', 'bore']",5,"['stri', 'bore']",[],2,0
2,2," The Lord said  Whence comes on you this despondency, O Arjuna, in this crisis? It is unift for a noble person. It is disgraceful and it obstructs one's attainment of heaven.",2.2,"['Lord', 'comes on', 'this', 'in this crisis', 'ft', 'obstruct', 'attainment']",7,"['Lord', 'comes on', 'in this crisis', 'ft', 'obstruct', 'attainment']",['comes on'],6,1
2,3," Yield not to unmanliness, O Arjuna, it does not become you. Shake off this base faint-heartedness and arise, O scorcher of foes!",2.3,"['Yield', 'to', 'Shak', 'off this base', 'scorcher', 'foes']",6,"['Yield', 'Shak', 'off this base', 'scorcher', 'foes']",[],5,0
2,4," Arjuna said  How can I, O slayer of foes, aim arrows in battle against Bhisma and Drona who are worthy of reverence?",2.4,"['slayer', 'aim', 'in', 'against', 'y']",5,"['slayer', 'aim', 'y']",[],3,0
2,5," It is better even to live on a beggar's fare in this world than to slay these most venerable teachers. If I should slay my teachers, though degraded they be by desire for wealth, I would be enjoying only blood-stained pleasures here.",2.5,"['on', 'gar', 'in this', 'these', 'lay', 'de', 'blood-stained']",7,"['gar', 'in this', 'lay', 'de', 'blood-stained']",[],5,0
2,6," We do not know, which of the two is better for us - whether our vanishing them, or their vanishing us. The very sons of Dhrtarastra, whom, if we slay, we should not wish to live, even they are standing in array against us.",2.6,['standing in array against'],1,['standing in array against'],['standing in array against'],1,1
2,7," With my heart stricken by the fault of weak compassion, with my mind perplexed about my duty, I reest you to say for certain what is good for me. I am your disciple. Teach me who have taken refuge in you.",2.7,"['With', 'stricken', 'fault', 'weak', 'with', 'perplexed about', 'taken refuge in']",7,"['stricken', 'fault', 'weak', 'perplexed about', 'taken refuge in']",['taken refuge in'],5,1
2,8," Even if I should win unchallenged sovereignty of a prosperous earth or even the kingdom on lordship over the Devas, I do not feel that it would dispel the grief than withers up my senses.",2.8,"['ous', 'on', 'over', 'feel', 'dispel', 'withers up', 'sense']",7,"['ous', 'feel', 'dispel', 'withers up', 'sense']",[],5,0
2,9," Sanjaya said  Having spoken thus to Sri Krsna, Arjuna, the coneror of sleep and the scorcher of foes, said, 'I will not fight' and became silent.",2.9,"['to', 'coneror', 'scorcher']",3,"['coneror', 'scorcher']",[],2,0
2,10," O King, to him who was thus sorrowing between the two armies, Sri Krsna spoke the following words, as if smiling (by way of ridicule).",2.10,"['to', 'between', 'following', 'smil', 'way']",5,"['following', 'smil', 'way']",['following'],3,1
2,11, The  Lord said  You grieve for those who should not be grieved for; yet you speak words of wisdom. The wise grieve neither for the dead nor for the living.,2.11,[],0,[],[],0,0
2,12," There never was a time when I did not exist, nor you, nor any of these kings of men. Nor will there be any time in future when all of us shall cease to be.",2.12,"['these', 'in']",2,[],[],0,0
2,13," Just as the self associated with a body passes through childhood, youth and old age (pertaining to that body), so too (at death) It passes into another body. A wise man is not deluded by that.",2.13,"['with', 'passe', 'through', 'to that', 'at', 'passe', 'into', 'that']",8,"['passe', 'to that', 'passe']",[],3,0
2,14," The contact of senses with their objects, O Arjuna, gives rise to feelings of cold and heat, pleasure and pain. They come and go, never lasing long. Endure them, O Arjuna.",2.14,"['gives rise to', 'come', 'go', 'las']",4,"['gives rise to', 'come', 'go', 'las']","['gives rise to', 'come', 'go']",4,3
2,15," For, he whom these do not affect, O chief of men, and to whom pain and pleasure are the same - that steadfast man alone is worthy of immortality.",2.15,"['these', 'affect', 'chief', 'to']",4,"['affect', 'chief']",[],2,0
2,16," The unreal can never come into being, the real never ceases to be. The conclusion about these two is seen by the seers of truth.",2.16,"['come into', 'about these', 'seen', 'seers']",4,"['come into', 'about these', 'seen', 'seers']","['come into', 'seen']",4,2
2,17, Know That to be indestructible by which all this is pervaded. None can cause the destruction of This Immutable.,2.17,"['That', 'this', 'This']",3,[],[],0,0
2,18," These bodiesof the Jiva (the embodied self) are said to have an end while the Jiva itself is eternal, indestructible and incomprehensibel. Therefore, fight O Bharata (Arjuna).",2.18,"['These bo', 'have', 'end', 'struct', 'fight']",5,"['These bo', 'have', 'end', 'struct', 'fight']",['have'],5,1
2,19," He who deems It (the self) a slayer, and he who thinks of It as slain - both are ignorant. For, the self neither slays nor is slain.",2.19,[],0,[],[],0,0
2,20," It (the self) is never born; It never dies; having come into being once, It never ceases to be. Unborn, eternal, abiding and primeval, It is not slain when the body is slain.",2.20,"['come into', 'ding']",2,"['come into', 'ding']","['come into', 'ding']",2,2
2,21," He who knows this (self) to be indestructible, unborn, unchanging and hence eternal - how and whom, O Arjuna, does he cause to be killed, and whom he kill?",2.21,"['this', 'struct']",2,['struct'],[],1,0
2,22," As a man casts off worn-out garments and puts on others that are new, so does the embodied self cast off Its worn-out bodies and enter into others that are new.",2.22,"['bo', 'enter into']",2,"['bo', 'enter into']",[],2,0
2,23," Weapons do not cleave It (the self), fire does not burn It, waters do not wet It, and wind does not dry It.",2.23,['cleave'],1,['cleave'],[],1,0
2,24," It cannot be cleft; It cannot be burnt; It cannot be wetted and It cannot be dried, It is eternal, all-pervading, stable, immovable and primeval.",2.24,"['pervad', 'stable']",2,"['pervad', 'stable']",[],2,0
2,25," This (self) is said to be unmanifest, inconceivable and unchanging. Therefore, knowing It thus, it does not  befit you to grieve.",2.25,"['This', 'fit']",2,['fit'],[],1,0
2,26," Or if you hold this self as being constantly born and as constantly dying, even then, O mighty-armed one, it does not become you to feel grief.",2.26,"['hold this', 'feel']",2,"['hold this', 'feel']",['hold this'],2,1
2,27," For, death is certain for the born, and re-birth is certain for the dead; therefore you should not feel grief for what is inevitable.",2.27,['feel'],1,['feel'],[],1,0
2,28," O Arjuna, beings have an unknown beginning, a known middle and an unknown end. What is there to grieve over in all this?",2.28,"['have', 'middle', 'end', 'over in', 'this']",5,"['have', 'middle', 'end', 'over in']",['have'],4,1
2,29," One looks upon This (self) as a wonder; likewise another speaks of It as a wonder; still another hears of It as a wonder; and even after hearing of It, one knows It not.",2.29,"['looks upon This', 'after']",2,['looks upon This'],['looks upon This'],1,1
2,30," The self in the body, O Arjuna, is eternal and indestructible. This is so in the case of the selves in all bodies. Therefore, it is not fit for you to feet grief for any being.",2.30,"['struct', 'This', 'in', 'fit', 'feet']",5,"['struct', 'fit', 'feet']",[],3,0
2,31," Further, considering also your own duty, it does not befit you to waver. For, to a Ksatriya, there is no greater good than a righteous war.",2.31,"['befit', 'to', 'greater']",3,"['befit', 'greater']",[],2,0
2,32," Happy are the Ksatriyas, O Arjuna, to whom a war like this comes of its own accord; it opens the gate to heaven.",2.32,"['to', 'this comes', 'accord', 'opens', 'gate to']",5,"['this comes', 'accord', 'opens', 'gate to']",['this comes'],4,1
2,33," But if you do not fight this righteous war, you will be turning away from your duty and honoured position, and will be incurring sin.",2.33,"['fight this', 'ous', 'turning away from', 'red position']",4,"['fight this', 'ous', 'turning away from', 'red position']",['turning away from'],4,1
2,34," Further, people will speak ill of you for all time, and for one accustomed to be honoured, dishonour is worse than death.",2.34,['Fur'],1,['Fur'],[],1,0
2,35, The great warriors will think that you have fled from battle in fear. These men who held you in high esteem will speak lightly of you now.,2.35,"['great', 'in', 'These', 'held', 'in high', 'light']",6,"['great', 'held', 'in high', 'light']",[],4,0
2,36," Your enemies, slandering your prowess, will use words which should never be uttered. What could be more painful than that?",2.36,"['sland', 'utter', 'that']",3,"['sland', 'utter']",[],2,0
2,37," If slain, you shall win heaven; or if victorious, you shall enjoy the earth. Therefore, arise, O Arjuna, resolved to fight.",2.37,['arise'],1,['arise'],[],1,0
2,38," Holding pleasure and pain, gain and loss, victory and defeat as alike, gird yourself up for the battle. Thus, you shall not incur any sin.",2.38,"['Holding', 'up', 'incur']",3,"['Holding', 'up', 'incur']",['Holding'],3,1
2,39," This Buddhi concerning the self (Sankhya) has been imparted to you. Now listen to this with regard to Yoga, by following which you will get rid of the bondage of Karma.",2.39,"['This', 'to', 'to this', 'following', 'get rid', 'bondage']",6,"['to this', 'following', 'get rid', 'bondage']","['following', 'get rid']",4,2
2,40," Here, there is no loss of effort, nor any accrual of evil. Even a little of this Dharma (called Karma Yoga) protects a man from the great fear.",2.40,"['Here', 'loss', 'this', 'protect', 'from', 'great']",6,"['Here', 'loss', 'protect', 'great']",[],4,0
2,41," In this (Karma Yoga), O Arjuna, the resolute mind is one-pointed; the minds of the irresolute are many-branched and endless.",2.41,"['In this', 'one', 'point', 'many', 'branche', 'end']",6,"['In this', 'one', 'point', 'many', 'branche', 'end']",[],6,0
2,42," - 2.44 O! Partha, the unwise, who rejoice in the letter of the Vedas, say, 'There is nothing else.' They are full only of wordly desires and they hanker for heaven. They speak flowery words which offer rirth as the fruit of work. They look upon the Vedas as consisting entirely of varied rites for the attainment of pleasure and power. Those who cling so to pleasure and power are attracted by that speech (offering heavenly rewards) and are unable to develop the resolute will of a concentrated mind.",2.42,"['in', 'full', 'flowery', 'offer', 'fruit', 'look upon', 'attain', 'power', 'cling', 'to', 'power', 'attract', 'that']",13,"['full', 'flowery', 'offer', 'fruit', 'look upon', 'attain', 'power', 'cling', 'power', 'attract']",['cling'],10,1
2,43," - 2.44 O! Partha, the unwise, who rejoice in the letter of the Vedas, say, 'There is nothing else.' They are full only of wordly desires and they hanker for heaven. They speak flowery words which offer rirth as the fruit of work. They look upon the Vedas as consisting entirely of varied rites for the attainment of pleasure and power. Those who cling so to pleasure and power are attracted by that speech (offering heavenly rewards) and are unable to develop the resolute will of a concentrated mind.",2.42,"['in', 'full', 'flowery', 'offer', 'fruit', 'look upon', 'attain', 'power', 'cling', 'to', 'power', 'attract', 'that']",13,"['full', 'flowery', 'offer', 'fruit', 'look upon', 'attain', 'power', 'cling', 'power', 'attract']",['cling'],10,1
2,44," - 2.44 O! Partha, the unwise, who rejoice in the letter of the Vedas, say, 'There is nothing else.' They are full only of wordly desires and they hanker for heaven. They speak flowery words which offer rirth as the fruit of work. They look upon the Vedas as consisting entirely of varied rites for the attainment of pleasure and power. Those who cling so to pleasure and power are attracted by that speech (offering heavenly rewards) and are unable to develop the resolute will of a concentrated mind.",2.42,"['in', 'full', 'flowery', 'offer', 'fruit', 'look upon', 'attain', 'power', 'cling', 'to', 'power', 'attract', 'that']",13,"['full', 'flowery', 'offer', 'fruit', 'look upon', 'attain', 'power', 'cling', 'power', 'attract']",['cling'],10,1
2,45," The Vedas have the three Gunas for their sphere, O Arjuna. You must be free from the three Gunas and be free from the pairs of opposites. Abide in pure Sattva; never care to acire things and to protect what has been acired, but be established in the self.",2.45,"['have', 'sphere', 'free from', 'free from', 'in', 'in']",6,"['have', 'sphere', 'free from', 'free from']",['have'],4,1
2,46, What use a thirsty person has for a water reservoir when all sides of it are flooded - that much alone is the use of all the Vedas for a Brahmana who knows.,2.46,"['has', 'that']",2,['has'],['has'],1,1
2,47," To work alone you have the right, and not to the fruits. Do not be impelled by the fruits of work. Nor have attachment to inaction.",2.47,"['have', 'to', 'impel', 'fruits', 'have', 'attachment to']",6,"['have', 'impel', 'fruits', 'have', 'attachment to']","['have', 'have']",5,2
2,48," Abandoning attachment and established in Yoga, perfom works, viewing success and failure with an even mind. Evenness of mind is said to be Yoga.",2.48,"['Abandoning', 'attachment', 'in', 'view', 'with', 'ness']",6,"['Abandoning', 'attachment', 'view', 'ness']",['Abandoning'],4,1
2,49," Action with attachment is far inferior, O Arjuna, to action done with evenness of mind. Seek refuge in evenness of mind. Miserable are they who act with a motive for results.",2.49,"['with', 'attachment', 'far', 'to', 'with evenness', 'Seek refuge in evenness', 'they', 'with']",8,"['attachment', 'far', 'with evenness', 'Seek refuge in evenness', 'they']",[],5,0
2,50, A man with evenness of mind discards here and now good and evil. Therefore endeavour for Yoga. Yoga is skill in action.,2.50,"['with', 'ness', 'disc', 'here', 'now', 'in']",6,"['ness', 'disc', 'here', 'now']",[],4,0
2,51," The wise who possess evenness of mind, relinishing the fruits born of action, are freed from the bondage of birth, and go to the region beyond all ills.",2.51,"['possess', 'ness', 'fruits born', 'free', 'from', 'bondage', 'beyond']",7,"['possess', 'ness', 'fruits born', 'free', 'bondage']",['fruits born'],5,1
2,52," When your intellect has passed beyond the tangle of delusion, you will yourself feel disgusted regarding what you shall hear and what you have already heard.",2.52,"['passed beyond', 'tangle', 'feel']",3,"['passed beyond', 'tangle', 'feel']",['passed beyond'],3,1
2,53," When your intellect, well enlightened by hearing from Me and firmly placed, stands unshaken in a concentrated mind, then you will attain the vision of the self.",2.53,"['en', 'stand', 'unshaken in', 'concentrat', 'attain']",5,"['en', 'stand', 'unshaken in', 'concentrat', 'attain']",[],5,0
2,54," Arjuna said  What is the mode of speech of him who is of firm wisdom, who is established in the control of the mind?  What will a man of firm wisdom speaks, O Krsna?  How does he sit?  How does he move?",2.54,"['mode', 'firm', 'in', 'control', 'firm']",5,"['mode', 'firm', 'control', 'firm']",[],4,0
2,55," The Lord said   When a man renounces all the desires of the mind, O Arjuna, when he is satisfied in himself with himself, then he is said to be of firm wisdom.",2.55,"['Lord', 'in', 'with', 'firm']",4,"['Lord', 'firm']",[],2,0
2,56," He whose mind is not perturbed in pain, who has no longing for pleasures, who is free from desire, fear and anger - he is called a sage of firm wisdom.",2.56,"['perturbed in', 'has', 'free from', 'sa', 'firm']",5,"['perturbed in', 'has', 'free from', 'sa', 'firm']","['perturbed in', 'has']",5,2
2,57," He who has no love on any side, who when he finds good or evil, neither rejoices nor hates - his wisdom is firmly set.",2.57,"['has', 'on', 'side', 'find', 'firm', 'set']",6,"['has', 'side', 'find', 'firm', 'set']","['has', 'find']",5,2
2,58," When one is able to draw his senses from the objects of sense on every side, as a tortoise draws in its limbs, then his wisdom is firmly set.",2.58,"['draw', 'from', 'draws', 'firm', 'set']",5,"['draw', 'draws', 'firm', 'set']",[],4,0
2,59," The objects of senses, excepting relish for the objects, turn away from the abstinent dweller in the body. Even the relish turns aswy from him when what is supreme over the senses i.e., the self, is seen.",2.59,"['turn', 'turn', 'wy from', 'suprem', 'over']",5,"['turn', 'turn', 'wy from', 'suprem']",[],4,0
2,60," The turbulent senses, O Arjuna, do carry away perforce the mind of even a wise man, though he is ever striving.",2.60,"['turbulent', 'carry away perforce']",2,"['turbulent', 'carry away perforce']",['carry away perforce'],2,1
2,61," Having controlled all the senses, let him remain in contemplation, regarding Me as supreme; for, his knowledge is firmly set whose senses are under control.",2.61,"['in', 'firm', 'set', 'under control']",4,"['firm', 'set', 'under control']",[],3,0
2,62," To a man thinking about sense-objects, there arises attachment to them; form attachment arises desire, from desire arises anger;",2.62,"['To', 'about', 'arises', 'to', 'form', 'attachment arises', 'from', 'arises']",8,"['arises', 'form', 'attachment arises', 'arises']",[],4,0
2,63," From anger there comes delusion; from delusion, the loss of memory; from the loss of memory, the destruction of discrimination; and with the destruction of discrimination, he is lost.",2.63,"['From', 'comes', 'from', 'loss', 'from', 'loss', 'destruction', 'with', 'destruction', 'lost']",10,"['comes', 'loss', 'loss', 'destruction', 'destruction', 'lost']","['comes', 'lost']",6,2
2,64," But he who goes through the sense-objects with the senses free from love and hate, disciplined and controlled, attains serenity.",2.64,"['object', 'with', 'free from', 'ains']",4,"['object', 'free from', 'ains']",[],3,0
2,65," In that serenity there is loss of all sorrow; for in the case of the person with a serene mind, the Buddhi soon becomes well established.",2.65,"['In that', 'loss', 'in', 'with', 'ene']",5,"['In that', 'loss', 'ene']",[],3,0
2,66," There is no Buddhi for the unintegrated, nor for him is there contemplation of the self, and for him without contemplation of the self, there is no peace; and for one lacking peace, where is happiness?",2.66,"['integra', 'without', 'cking', 'where']",4,"['integra', 'cking', 'where']",['cking'],3,1
2,67," For, when the mind follows the senses experiencing their objects, his understanding is carried away by them as the wind carries away a ship on the waters.",2.67,"['follow', 'carried away', 'car']",3,"['follow', 'carried away', 'car']","['follow', 'carried away']",3,2
2,68," Therefore, O mighty-armed, he whose senses are restrained from going after their objects on all sides, his wisdom is firmly set.",2.68,"['from going after', 'side', 'firm', 'set']",4,"['from going after', 'side', 'firm', 'set']",['from going after'],4,1
2,69," What is night for all beings, in it the controlled one is awake; when all beings are awake, that is the night to the sage who sees.",2.69,"['in', 'control', 'that', 'to', 'sa']",5,"['control', 'sa']",[],2,0
2,70," He into whom all desires enter as the waters enter the full and undisturbed sea, attains to peace, and not he who longs after objects of desire.",2.70,"['into', 'enter', 'enter', 'turbed', 'a', 'to', 'after object']",7,"['enter', 'enter', 'turbed', 'after object']",[],4,0
2,71," The man who, abandoning all desires, abides without longing and possession and the sense of 'I' and 'mine', wins peace.",2.71,"['abandon', 'without', 'sense', 'win']",4,"['abandon', 'sense', 'win']",[],3,0
2,72," This is the Brahmi-state, O Arjuna. None attaining to this is deluded. By abiding in this state even at the hour of death, one wins the self.",2.72,"['This', 'to this', 'in this', 'at']",4,"['to this', 'in this']",[],2,0
3,1," Arjuna said  If, O Krsna, you consider that Buddhi (knowledge) is superior to works, why do you engage me in this terrible deed?",3.1,"['consider', 'to', 'in this']",3,"['consider', 'in this']",['consider'],2,1
3,2, You confuse my mind with statements that seem to contradict each other; tell me for certain that one way by which I could reach the highest good.,3.2,"['se', 'with', 'way', 'reach', 'highest']",5,"['se', 'way', 'reach', 'highest']",[],4,0
3,3," The Lord said  In this world a two-fold way was of yore laid down by Me, O sinless one:  by Jnana Yoga for the Sankhyas and by Karma Yoga for the Yogins.",3.3,"['Lord', 'In this', 'way', 'laid down']",4,"['Lord', 'In this', 'way', 'laid down']",['laid down'],4,1
3,4, No man experiences freedom from activity (Naiskarmya) by abstaining from works; and no man ever attains success by mere renunciation of works.,3.4,"['experiences freedom from', 'from', 'ins']",3,"['experiences freedom from', 'ins']",[],2,0
3,5," No man can, even for a moment, rest without doing work; for everyone is caused to act, in spite of himself, by the Gunas born of Nature.",3.5,"['without', 'born']",2,['born'],[],1,0
3,6," He who, controlling the organs of action, lets his mind dwell on the objects of senses, is a deluded person and a hypocrite.",3.6,['dwell on'],1,['dwell on'],[],1,0
3,7," But he who, subduing his senses by the mind, O Arjuna, begins to practise Karma Yoga through the organs of action and who is free from attachment - he excels.",3.7,"['du', 'through', 'free from', 'attachment']",4,"['du', 'free from', 'attachment']",[],3,0
3,8, You must perform your obligatory action; for action is superior to non-action (Jnana Yoga). For a person following non-action not even the sustentation of the body is possible.,3.8,"['to', 'following']",2,['following'],['following'],1,1
3,9," This world is held in the bondage of work only when work is not performed as sacrifice. O Arjuna, you must perform work to this end, free from attachment.",3.9,"['This world', 'held in', 'bondage', 'sacrifice', 'to this end', 'free from', 'attachment']",7,"['This world', 'held in', 'bondage', 'sacrifice', 'to this end', 'free from', 'attachment']",['held in'],7,1
3,10," In the beginning the Lord of all beings, creating man along with the sacrifice, said:  'By this shall you prosper; this shall be the cow of plenty granting all your wants.'",3.10,"['In', 'Lord', 'By this', 'this', 'cow']",5,"['Lord', 'By this', 'cow']",[],3,0
3,11," By this, please the gods, and the gods will support you. Thus nourishing one another, may you obtain the highest good.",3.11,"['this', 'support', 'nouri', 'highest']",4,"['support', 'nouri', 'highest']",[],3,0
3,12," The gods, pleased by the sacrifice, will bestow on you the enjoyments you desire. He who enjoys the bounty of the gods without giving them anything in return, is but a thief.",3.12,"['bestow on', 'ments', 'without']",3,"['bestow on', 'ments']",[],2,0
