chapter,shlok,text,list_metaphors,count_metaphors,refined,verb_refined,count_met_ref,count_verb_ref
2,18,"The body is mortal, but that which dwells in the body is immortal and immeasurable. Therefore, Arjuna, fight in this battle. ","['that', 'well', 'in this battle']",3,"['well', 'in this battle']",[],2,0
2,19,"One believes he is the slayer, another believes he is the slain. Both are ignorant; there is neither slayer nor slain. ",[],0,[],[],0,0
2,20,"You were never born; you will never die. You have never changed; you can never change. Unborn, eternal, immutable, immemorial, you do not die when the body dies. ","['changed', 'change']",2,"['changed', 'change']",['changed'],2,1
2,21,"Realizing that which is indestructible, eternal, unborn, and unchanging, how can you slay or cause another to slay? ","['that', 'struct', 'unborn']",3,"['struct', 'unborn']",[],2,0
2,22,"As one abandons worn-out clothes and acquires new ones, so when the body is worn out a new one is acquired by the Self, who lives within. ",[],0,[],[],0,0
2,23,"The Self cannot be pierced by weapons or burned by fire; water cannot wet it, nor can the wind dry it. ",[],0,[],[],0,0
2,24,"The Self cannot be pierced or burned, made wet or dry. It is everlasting and infinite, standing on the motionless foundations of eternity. ","['standing on', 'motionless foundations']",2,"['standing on', 'motionless foundations']",['standing on'],2,1
2,25,"The Self is unmanifested, beyond all thought, beyond all change. Knowing this, you should not grieve. ","['beyond', 'beyond', 'this']",3,[],[],0,0
2,26,"O mighty Arjuna, even if you believe the Self to be subject to birth and death, you should not grieve. ",['to'],1,[],[],0,0
2,27,"Death is inevitable for the living; birth is inevitable for the dead. Since these are unavoidable, you should not sorrow. ",['these'],1,[],[],0,0
2,28,"Every creature is unmanifested at first and then attains manifestation. When its end has come, it once again becomes unmanifested. What is there to lament in this? ","['ains', 'end', 'come', 'in this']",4,"['ains', 'end', 'come', 'in this']",['come'],4,1
2,29,"The glory of the Self is beheld by a few, and a few describe it; a few listen, but many without understanding. ","['glory', 'beheld', 'without']",3,"['glory', 'beheld']",[],2,0
2,30,"The Self of all beings, living within the body, is eternal and cannot be harmed. Therefore, do not grieve. ",[],0,[],[],0,0
2,31,"Considering your dharma, you should not vacillate. For a warrior, nothing is higher than a war against evil. ","['rma', 'higher', 'against']",3,"['rma', 'higher']",[],2,0
2,32,"The warrior confronted with such a war should be pleased, Arjuna, for it comes as an open gate to heaven. ","['confront', 'with', 'comes', 'open gate to heaven']",4,"['confront', 'comes', 'open gate to heaven']","['comes', 'open gate to heaven']",3,2
2,33,"But if you do not participate in this battle against evil, you will incur sin, violating your dharma and your honor. ","['in this battle against', 'incur', 'viola']",3,"['in this battle against', 'incur', 'viola']",[],3,0
2,34,"The story of your dishonor will be repeated endlessly: and for a man of honor, dishonor is worse than death. ",['story'],1,['story'],[],1,0
2,35,"These brave warriors will think you have withdrawn from battle out of fear, and those who formerly esteemed you will treat you with disrespect. ","['These bra', 'withdraw', 'from', 'those', 'with']",5,"['These bra', 'withdraw']",[],2,0
2,36,Your enemies will ridicule your strength and say things that should not be said. What could be more painful than this? ,"['strength', 'things', 'pain', 'this']",4,"['strength', 'things', 'pain']",[],3,0
2,37,"Death means the attainment of heaven; victory means the enjoyment of the earth. Therefore rise up, Arjuna, resolved to fight! ","['attainment', '', 'up']",3,"['attainment', 'up']",[],2,0
2,38,"Having made yourself alike in pain and pleasure, profit and loss, victory and defeat, engage in this great battle and you will be freed from sin.  ","['made', 'in', 'engage in this great battle', 'free', 'from']",5,"['made', 'engage in this great battle', 'free']",['made'],3,1
2,39,"You have heard the intellectual explanation of Sankhya, Arjuna; now listen to the principles of yoga. By practicing these you can break through the bonds of karma. ","['to', 'these', 'break through', 'bonds']",4,"['break through', 'bonds']",[],2,0
2,40,"On this path effort never goes to waste, and there is no failure. Even a little effort toward spiritual awareness will protect you from the greatest fear.","['On this path', 'goes to waste', 'toward', 'from', 'greatest']",5,"['On this path', 'goes to waste', 'greatest']","['goes to waste', 'goes to waste']",3,2
2,41,"Those who follow this path, resolving deep within themselves to seek me alone, attain singleness of purpose. For those who lack resolution, the decisions of life are many-branched and endless. ","['follow this path', 'deep within', 'attain', 'lack resolution', 'many', 'branched']",6,"['follow this path', 'deep within', 'attain', 'lack resolution', 'many', 'branched']","['follow this path', 'branched']",6,2
2,42,"There are ignorant people who speak flowery words and take delight in the letter of the law, saying that there is nothing else. ","['flowery', 'take', 'in']",3,"['flowery', 'take']",['take'],2,1
2,43,"Their hearts are full of selfish desires, Arjuna. Their idea of heaven is their own enjoyment, and the aim of all their activities is pleasure and power. The fruit of their actions is continual rebirth. ","['heart', 'full', 'aim', 'power', 'fruit']",5,"['heart', 'full', 'aim', 'power', 'fruit']",[],5,0
2,44,Those whose minds are swept away by the pursuit of pleasure and power are incapable of following the supreme goal and will not attain samadhi. ,"['Those', 'swept away', 'pursuit', 'power', 'following', 'goal', 'attain']",7,"['swept away', 'pursuit', 'power', 'following', 'goal', 'attain']","['swept away', 'following']",6,2
2,45,"The scriptures describe the three gunas. But you should be free from the action of the gunas, established in eternal truth, selfcontrolled, without any sense of duality or the desire to acquire and hoard. ","['describe', 'guna', 'free from', 'action', 'in', 'control', 'without', 'sense', 'hoard']",9,"['describe', 'guna', 'free from', 'action', 'control', 'sense', 'hoard']",[],7,0
2,46,"Just as a reservoir is of little use when the whole countryside is flooded, scriptures are of little use to the illumined man or woman, who sees the Lord everywhere. ","['reservoir', 'to', 'se']",3,"['reservoir', 'se']",[],2,0
2,47,"You have the right to work, but never to the fruit of work. You should never engage in action for the sake of reward, nor should you long for inaction. ","['have', 'to', 'fruit', 'engage in', 'long']",5,"['have', 'fruit', 'engage in', 'long']",['have'],4,1
2,48,"Perform work in this world, Arjuna, as a man established within himself  without selfish attachments, and alike in success and defeat. For yoga is perfect evenness of mind. ","['in this world', 'within', 'without', 'attachment', 'in', 'evenness']",6,"['in this world', 'attachment', 'evenness']",[],3,0
2,49,"Seek refuge in the attitude of detachment and you will amass the wealth of spiritual awareness. Those who are motivated only by desire for the fruits of action are miserable, for they are constantly anxious about the results of what they do. ","['Seek refuge in', 'attitude', 'detachment', 'amass', 'wealth', 'Those', 'motivat', 'fruits', 'about']",9,"['Seek refuge in', 'attitude', 'detachment', 'amass', 'wealth', 'motivat', 'fruits']",[],7,0
2,50,"When consciousness is unified, however, all vain anxiety is left behind. There is no cause for worry, whether things go well or ill. Therefore, devote yourself to the disciplines of yoga, for yoga is skill in action. ","['unified', 'left behind', 'things go', 'devo', 'to', 's', 'in']",7,"['unified', 'left behind', 'things go', 'devo', 's']","['left behind', 'things go']",5,2
2,51,"The wise unify their consciousness and abandon attachment to the fruits of action, which binds a person to continual rebirth. Thus they attain a state beyond all evil. ","['ify', 'abandon', 'attachment to', 'fruits', 'binds', 'to', 'attain', 'beyond']",8,"['ify', 'abandon', 'attachment to', 'fruits', 'binds', 'attain']",[],6,0
2,52,"When your mind has overcome the confusion of duality, you will attain the state of holy indifference to things you hear and things you have heard. ","['overcome', 'attain', 'state', 'ho', 'to things', 'things']",6,"['overcome', 'attain', 'state', 'ho', 'to things', 'things']",[],6,0
2,53,"When you are unmoved by the confusion of ideas and your mind is completely united in deep samadhi, you will attain the state of perfect yoga. ","['in deep', 'attain', 'state']",3,"['in deep', 'attain', 'state']",[],3,0
2,54,"ARJUNA:  Tell me of those who live established in wisdom, ever aware of the Self, O Krishna. How do they talk? How sit? How move about? ",['in'],1,[],[],0,0
2,55,"KRISHNA: They live in wisdom who see themselves in all and all in them, who have renounced every selfish desire and sense craving tormenting the heart. ","['in', 'see', 'in', 'in', 'sense', 'tormenting']",6,"['see', 'sense', 'tormenting']","['see', 'tormenting']",3,2
2,56,"Neither agitated by grief nor hankering after pleasure, they live free from lust and fear and anger. Established in meditation, they are truly wise. ","['agita', 'hankering after', 'free from', 'in']",4,"['agita', 'hankering after', 'free from']",[],3,0
2,57,"Fettered no more by selfish attachments, they are neither elated by good fortune nor depressed by bad. Such are the seers. ","['Fetter', 'attachment', 'elated', 'depress', 'se']",5,"['Fetter', 'attachment', 'elated', 'depress', 'se']",['elated'],5,1
2,58,"Even as a tortoise draws in its limbs, the wise can draw in their senses at will. ","['draws', 'draw in', 'at']",3,"['draws', 'draw in']",[],2,0
2,59,"Aspirants abstain from sense pleasures, but they still crave for them. These cravings all disappear when they see the highest goal. ","['spirant', 'from sense', 'These', 'disappear', 'see', 'highest goal']",6,"['spirant', 'from sense', 'disappear', 'see', 'highest goal']",['see'],5,1
2,60,"Even of those who tread the path, the stormy senses can sweep off the mind. ","['stormy', 'sweep off']",2,"['stormy', 'sweep off']",['sweep off'],2,1
2,61,They live in wisdom who subdue their senses and keep their minds ever absorbed in me. ,"['in', 'subdu', 'keep', 'absorb', 'in']",5,"['subdu', 'keep', 'absorb']",['keep'],3,1
2,62,"When you keep thinking about sense objects, attachment comes. Attachment breeds desire, the lust of possession that burns to anger. ","['about', 'comes', 'achment breed', 'burns to']",4,"['comes', 'achment breed', 'burns to']",['comes'],3,1
2,63,"Anger clouds the judgment; you can no longer learn from past mistakes. Lost is the power to choose between what is wise and what is unwise, and your life is utter waste. ","['clouds', 'from', 'Lost', 'power', 'between', 'waste']",6,"['clouds', 'Lost', 'power', 'waste']",['Lost'],4,1
2,64,"But when you move amidst the world of sense, free from attachment and aversion alike, ","['move amidst', 'world', 'free from', 'attachment', 'version']",5,"['move amidst', 'world', 'free from', 'attachment', 'version']",[],5,0
2,65,"there comes the peace in which all sorrows end, and you live in the wisdom of the Self. ","['comes', 'in', 'end', 'in']",4,"['comes', 'end']",['comes'],2,1
2,66,"The disunited mind is far from wise; how can it meditate? How be at peace? When you know no peace, how can you know joy? ","['disuni', 'wise', 'at']",3,"['disuni', 'wise']",[],2,0
2,67,"When you let your mind follow the call of the senses, they carry away your better judgment as storms drive a boat off its charted course on the sea. ","['let', 'follow', 'call', 'carry away', 'drive', 'off', 'chart']",7,"['let', 'follow', 'call', 'carry away', 'drive', 'chart']","['let', 'follow', 'carry away']",6,3
2,68,"Use all your power to free the senses from attachment and aversion alike, and live in the full wisdom of the Self. ","['power', 'free', 'from', 'version', 'in', 'full']",6,"['power', 'free', 'version', 'full']",[],4,0
2,69,Such a sage awakes to light in the night of all creatures. That which the world calls day is the night of ignorance to the wise. ,"['to', 'in', 'That', 'calls', 'to']",5,['calls'],[],1,0
2,70,"As rivers flow into the ocean but cannot make the vast ocean overflow, so flow the streams of the sense-world into the sea of peace that is the sage. But this is not so with the desirer of desires. ","['make', 'flow', 'sense', 'world into', 'sage', 'this', 'with', 'r']",8,"['make', 'flow', 'sense', 'world into', 'sage', 'r']",['make'],6,1
2,71,"They are forever free who renounce all selfish desires and break away from the ego-cage of I, me, and mine to be united with the Lord.  This is the supreme state. Attain to this, and pass from death to immortality.","['free', 'break away from', 'cage', 'with', 'Lord', 'This', 'state', 'Attain to this', 'pass from', 'to']",10,"['free', 'break away from', 'cage', 'Lord', 'state', 'Attain to this', 'pass from']",['break away from'],7,1
13,1," KRISHNA  The body is called a field, Arjuna; the one who knows it is called the Knower of the field. This is the knowledge of those who know. ",['This'],1,[],[],0,0
13,2," I am the Knower of the field in everyone, Arjuna. Knowledge of the field and its Knower is true knowledge. ",[],0,[],[],0,0
13,3,  Listen and I will explain the nature of the field and how change takes place within it. I will also describe the Knower of the field and his power. ,"['takes place', 'power']",2,"['takes place', 'power']",['takes place'],2,1
13,4," These truths have been sung by great sages in a variety of ways, and expounded in precise arguments concerning Brahman. ","['These', 'great', 'in', 'ways', 'expounded in']",5,"['great', 'ways', 'expounded in']",['expounded in'],3,1
13,5,"  The field, Arjuna, is made up of the following: the five areas of sense perception; the five elements; the five sense organs and the five organs of action; the three components of the mind: manas, buddhi, and ahamkara; and the undifferentiated energy from which all these evolved. ","['field', 'up', 'areas', 'component', 'from', 'these']",6,"['field', 'up', 'areas', 'component']",[],4,0
13,6," In this field arise desire and aversion, pleasure and pain, the body, intelligence, and will. ",['In this field arise'],1,['In this field arise'],[],1,0
13,7,"  Those who know truly are free from pride and deceit. They are gentle, forgiving, upright, and pure, devoted to their spiritual teacher, filled with inner strength, and self-controlled. ","['Those', 'free from', 'devo', 'to', 'filled with']",5,"['free from', 'devo', 'filled with']",['filled with'],3,1
13,8," Detached from sense objects and self-will, they have learned the painful lesson of separate birth and suffering, old age, disease, and death. ","['Detach', 'from', 'painful lesson', 'separate']",4,"['Detach', 'painful lesson', 'separate']",[],3,0
13,9,"  Free from selfish attachment, they do not get compulsively entangled even in home and family. They are even-minded through good fortune and bad. ","['Free from', 'attachment', 'tan', 'in', 'through']",5,"['Free from', 'attachment', 'tan']",[],3,0
13,10," Their devotion to me is undivided. Enjoying solitude and not following the crowd, they seek only me. ","['to', 'following']",2,['following'],['following'],1,1
13,11,"  This is true knowledge, to seek the Self as the true end of wisdom always. To seek anything else is ignorance. ","['This', 'se', 'end']",3,"['se', 'end']",[],2,0
13,12,"  I will tell you of the wisdom that leads to immortality: the beginningless Brahman, which can be called neither being nor nonbeing. ",['leads to'],1,['leads to'],[],1,0
13,13,"  It dwells in all, in every hand and foot and head, in every mouth and eye and ear in the universe. ",['dwell'],1,['dwell'],[],1,0
13,14," Without senses itself, it shines through the functioning of the senses. Completely independent, it supports all things. Beyond the gunas, it enjoys their play. ","['Without', 'shine', 'through', 'Beyond', 'enjoy', 'play']",6,"['shine', 'Beyond', 'enjoy', 'play']",[],4,0
13,15,"  It is both near and far, both within and without every creature; it moves and is unmoving. ",[],0,[],[],0,0
13,16," In its subtlety it is beyond comprehension. It is indivisible, yet appears divided in separate creatures. Know it to be the creator, the preserver, and the destroyer. ","['In', 'beyond', 'divide', 'in', 'preserver', 'destroyer']",6,"['divide', 'preserver', 'destroyer']",[],3,0
13,17,"  Dwelling in every heart, it is beyond darkness. It is called the light of light, the object and goal of knowledge, and knowledge itself. ","['Dwelling in', 'beyond dark', 'goal']",3,"['Dwelling in', 'beyond dark', 'goal']",['Dwelling in'],3,1
13,18,"  I have revealed to you the nature of the field and the meaning and object of true knowledge. Those who are devoted to me, knowing these things, are united with me. ","['reveal', 'to', 'object', 'to', 'these things', 'with']",6,"['reveal', 'object', 'these things']",[],3,0
13,19,"  Know that prakriti and Purusha are both without beginning, and that from prakriti come the gunas and all that changes. ","['without', 'from', 'come', 'gunas', 'that']",5,"['come', 'gunas']",['come'],2,1
13,20," Prakriti is the agent, cause, and effect of every action, but it is Purusha that seems to experience pleasure and pain. ","['agent', 'experience', 'pain']",3,"['agent', 'experience', 'pain']",[],3,0
13,21,"  Purusha, resting in prakriti, witnesses the play of the gunas born of prakriti. But attachment to the gunas leads a person to be born for good or evil. ","['rest', 'in', 'play', 'attachment to', 'lead']",5,"['rest', 'play', 'attachment to', 'lead']",[],4,0
13,22,"  Within the body the supreme Purusha is called the witness, approver, supporter, enjoyer, the supreme Lord, the highest Self. ","['Within', 'highest']",2,['highest'],[],1,0
13,23,"  Whoever realizes the true nature of Purusha, prakriti, and the gunas, whatever path he or she may follow, is not born separate again. ","['nature', 'path', 'follow', 'separate']",4,"['nature', 'path', 'follow', 'separate']",['follow'],4,1
13,24,"  Some realize the Self within them through the practice of meditation, some by the path of wisdom, and others by selfless service. ","['within', 'through', 'path', 'service']",4,"['path', 'service']",[],2,0
13,25," Others may not know these paths; but hearing and following the instructions of an illumined teacher, they too go beyond death. ","['these paths', 'following', 'illumin', 'go beyond']",4,"['these paths', 'following', 'illumin', 'go beyond']","['following', 'go beyond']",4,2
13,26,"  Whatever exists, Arjuna, animate or inanimate, is born through the union of the field and its Knower. ","['born through', 'union']",2,"['born through', 'union']",['born through'],2,1
13,27,"  They alone see truly who see the Lord the same in every creature, who see the deathless in the hearts of all that die. ","['see', 'see', 'in']",3,"['see', 'see']","['see', 'see']",2,2
13,28," Seeing the same Lord everywhere, they do not harm themselves or others. Thus they attain the supreme goal. ","['attain', 'goal']",2,"['attain', 'goal']",[],2,0
13,29,"  They alone see truly who see that all actions are performed by prakriti, while the Self remains unmoved. ","['see', 'see']",2,"['see', 'see']","['see', 'see']",2,2
13,30," When they see the variety of creation rooted in that unity and growing out of it, they attain fulfillment in Brahman. ","['see', 'rooted in that', 'growing out of', 'attain', 'in']",5,"['see', 'rooted in that', 'growing out of', 'attain']","['see', 'rooted in that', 'growing out of']",4,3
13,31,"  This supreme Self is without a beginning, undifferentiated, deathless. Though it dwells in the body, Arjuna, it neither acts nor is touched by action. ","['This', 'without', 'less', 'dwell', 'touch']",5,"['less', 'dwell', 'touch']",[],3,0
13,32," As akasha pervades the cosmos but remains unstained, the Self can never be tainted though it dwells in every creature. ","['pervad', 'unstained', 'tai', 'dwells in']",4,"['pervad', 'unstained', 'tai', 'dwells in']",[],4,0
13,33,"  As the sun lights up the world, the Self dwelling in the field is the source of all light in the field. ","['up', 'source']",2,"['up', 'source']",[],2,0
13,34," Those who, with the eye of wisdom, distinguish the field from its Knower and the way to freedom from the bondage of prakriti, attain the supreme goal.   ","['Those', 'with', 'eye', 'sh', 'field from', 'er', 'way to freedom from', 'bondage', 'attain', 'goal']",10,"['eye', 'sh', 'field from', 'er', 'way to freedom from', 'bondage', 'attain', 'goal']",[],8,0
6,1," KRISHNA:  It is not those who lack energy or refrain from action, but those who work without expectation of reward who attain the goal of meditation. Theirs is true renunciation. ","['those', 'from', 'without', 'attain', 'goal']",5,"['attain', 'goal']",[],2,0
6,2," Therefore, Arjuna, you should understand that renunciation and the performance of selfless service are the same. Those who cannot renounce attachment to the results of their work are far from the path. ","['Those', 'renounce', 'attachment to', 'far from', 'path']",5,"['renounce', 'attachment to', 'far from', 'path']",[],4,0
6,3,"  For aspirants who want to climb the mountain of spiritual awareness, the path is selfless work; for those who have ascended to yoga the path is stillness and peace. ","['aspira', 'climb', 'mountain', 'less', 'to', 'path']",6,"['aspira', 'climb', 'mountain', 'less', 'path']",[],5,0
6,4," When a person has freed himself from attachment to the results of work, and from desires for the enjoyment of sense objects, he ascends to the unitive state. ","['freed', 'from', 'to', 'from', 'ascend', 'to']",6,"['freed', 'ascend']",[],2,0
6,5,"  Reshape yourself through the power of your will; never let yourself be degraded by self-will. The will is the only friend of the Self, and the will is the only enemy of the Self. ","['through', 'power', 'degrad', 'friend', 'emy']",5,"['power', 'degrad', 'friend', 'emy']",[],4,0
6,6,"  To those who have conquered themselves, the will is a friend. But it is the enemy of those who have not found the Self within them. ","['To those', 'conque', 'friend', 'emy', 'found', 'within']",6,"['To those', 'conque', 'friend', 'emy', 'found']",[],5,0
6,7,"  The supreme Reality stands revealed in the consciousness of those who have conquered themselves. They live in peace, alike in cold and heat, pleasure and pain, praise and blame. ","['stand', 'revealed in', '', 'conque', 'in', 'in']",6,"['stand', 'revealed in', 'conque']",['revealed in'],3,1
6,8,"  They are completely fulfilled by spiritual wisdom and Selfrealization. Having conquered their senses, they have climbed to the summit of human consciousness. To such people a clod of dirt, a stone, and gold are the same. ","['fulfill', 'conque', 'climb', 'to', 'summit', '', 'To']",7,"['fulfill', 'conque', 'climb', 'summit']",[],4,0
6,9," They are equally disposed to family, enemies, and friends, to those who support them and those who are hostile, to the good and the evil alike. Because they are impartial, they rise to great heights. ","['dispose', 'to', 'to', 'to', 'rise to great heights']",5,"['dispose', 'rise to great heights']",[],2,0
6,10," Those who aspire to the state of yoga should seek the Self in inner solitude through meditation. With body and mind controlled they should constantly practice one-pointedness, free from expectations and attachment to material possessions. ","['aspire to', 'state', 'seek', 'in inner', 'through', 'With', 'control', 'one', 'point', 'free from', 'attachment to']",11,"['aspire to', 'state', 'seek', 'in inner', 'control', 'one', 'point', 'free from', 'attachment to']",[],9,0
6,11,"  Select a clean spot, neither too high nor too low, and seat yourself firmly on a cloth, a deerskin, and kusha grass. ",[],0,[],[],0,0
6,12," Then, once seated, strive to still your thoughts. Make your mind one-pointed in meditation, and your heart will be purified. ","['still', 'Make', 'one', 'point', 'in', 'pur']",6,"['still', 'Make', 'one', 'point', 'pur']",['Make'],5,1
6,13," Hold your body, head, and neck firmly in a straight line, and keep your eyes from wandering. ","['keep', 'from wandering']",2,"['keep', 'from wandering']","['keep', 'from wandering']",2,2
6,14," With all fears dissolved in the peace of the Self and all desires dedicated to Brahman, controlling the mind and fixing it on me, sit in meditation with me as your only goal. ","['With', 'in', 'dedicated to', 'control', 'fix', 'on', 'in', 'goal']",8,"['dedicated to', 'control', 'fix', 'goal']",['dedicated to'],4,1
6,15," With senses and mind constantly controlled through meditation, united with the Self within, an aspirant attains nirvana, the state of abiding joy and peace in me. ","['With', 'control', 'through', 'unit', 'with', 'within', 'ins', 'state', 'ding', 'in']",10,"['control', 'unit', 'ins', 'state', 'ding']",['ding'],5,1
6,16,"  Arjuna, those who eat too much or eat too little, who sleep too much or sleep too little, will not succeed in meditation. ",['in'],1,[],[],0,0
6,17," But those who are temperate in eating and sleeping, work and recreation, will come to the end of sorrow through meditation. ","['temperate in', 'recrea', 'come to', 'end', 'through']",5,"['temperate in', 'recrea', 'come to', 'end']",[],4,0
6,18, Through constant effort they learn to withdraw the mind from selfish cravings and absorb it in the Self. Thus they attain the state of union. ,"['Through', 'withdraw', 'from', 'absorb', 'in', 'attain', 'state', 'union']",8,"['withdraw', 'absorb', 'attain', 'state', 'union']",[],5,0
6,19,"  When meditation is mastered, the mind is unwavering like the flame of a lamp in a windless place. ","['ver', 'flame', 'lamp in', 'windless place']",4,"['ver', 'flame', 'lamp in', 'windless place']",[],4,0
6,20," In the still mind, in the depths of meditation, the Self reveals itself. Beholding the Self by means of the Self, an aspirant knows the joy and peace of complete fulfillment. ","['In', 'in', 'depths', 'reveal', 'hold', 'knows']",6,"['depths', 'reveal', 'hold', 'knows']",[],4,0
6,21," Having attained that abiding joy beyond the senses, revealed in the stilled mind, he never swerves from the eternal truth. ","['that abiding', 'beyond', 'revealed in', 'still', 'swer', 'from']",6,"['that abiding', 'revealed in', 'still', 'swer']","['that abiding', 'revealed in']",4,2
6,22," He desires nothing else, and cannot be shaken by the heaviest burden of sorrow. ","['shake', 'heavi', 'burden']",3,"['shake', 'heavi', 'burden']",[],3,0
6,23, The practice of meditation frees one from all affliction. This is the path of yoga. Follow it with determination and sustained enthusiasm. ,"['frees', 'from', 'This', 'path', 'Follow', 'with', 'sustain']",7,"['frees', 'path', 'Follow', 'sustain']",['Follow'],4,1
6,24," Renouncing wholeheartedly all selfish desires and expectations, use your will to control the senses. ",['control'],1,['control'],[],1,0
6,25," Little by little, through patience and repeated effort, the mind will become stilled in the Self. ","['through', 'still', 'in']",3,['still'],[],1,0
6,26,"  Wherever the mind wanders, restless and diffuse in its search for satisfaction without, lead it within; train it to rest in the Self ","['wanders', 'diffuse in', 'search', 'without', 'lead', 'train', 'rest']",7,"['wanders', 'diffuse in', 'search', 'lead', 'train', 'rest']",[],6,0
6,27," Abiding joy comes to those who still the mind. Freeing themselves from the taint of self-will, with their consciousness unified, they become one with Brahman. ","['Abid', 'comes to', 'Free', 'from', 'taint', 'with', 'unified', 'with']",8,"['Abid', 'comes to', 'Free', 'taint', 'unified']",['comes to'],5,1
6,28,  The infinite joy of touching Brahman is easily attained by those who are free from the burden of evil and established within themselves. ,"['free from', 'burden', 'within']",3,"['free from', 'burden']",[],2,0
6,29," They see the Self in every creature and all creation in the Self. With consciousness unified through meditation, they see everything with an equal eye. ","['see', 'in', 'in', 'With', 'unified through']",5,"['see', 'unified through']","['see', 'unified through']",2,2
6,30,"  I am ever present to those who have realized me in every creature. Seeing all life as my manifestation, they are never separated from me. ","['to', 'in', 'See', 'separated from']",4,"['See', 'separated from']","['See', 'separated from']",2,2
6,31," They worship me in the hearts of all, and all their actions proceed from me. Wherever they may live, they abide in me. ","['in', 'heart', 'proceed from', 'in']",4,"['heart', 'proceed from']",[],2,0
6,32,"  When a person responds to the joys and sorrows of others as if they were his own, he has attained the highest state of spiritual union. ","['to', 'sorrow', 'ained', 'highest state', 'union']",5,"['sorrow', 'ained', 'highest state', 'union']",['ained'],4,1
6,33,"  ARJUNA:  O Krishna, the stillness of divine union which you describe is beyond my comprehension. How can the mind, which is so restless, attain lasting peace? ","['stillness', 'union', 'beyond', 'restless', 'attain', 'lasting peace']",6,"['stillness', 'union', 'restless', 'attain', 'lasting peace']",['lasting peace'],5,1
6,34," Krishna, the mind is restless, turbulent, powerful, violent; trying to control it is like trying to tame the wind. ","['restless', 'turbulent', 'powerful', 'violent', 'control', 'tame', 'wind']",7,"['restless', 'turbulent', 'powerful', 'violent', 'control', 'tame', 'wind']",[],7,0
