chapter,shlok,text,list_metaphors,count_metaphors,refined,verb_refined,count_met_ref,count_verb_ref
2,57," He who wherever he goes is attached to no person and to no place by ties of flesh; who accepts good and evil alike, neither welcoming the one nor shrinking from the other – take him to be one who is merged in the Infinite. ","['attached to', 'to', 'ties', 'shrin', 'from', 'take', 'merge', 'in']",8,"['attached to', 'ties', 'shrin', 'take', 'merge']","['attached to', 'take']",5,2
2,58," He who can withdraw his senses from the attraction of their objects, as the tortoise draws his limbs within its shell – take it that such a one has attained Perfection. ","['withdraw', 'from', 'draws', 'shell', 'take it']",5,"['withdraw', 'draws', 'shell', 'take it']",['take it'],4,1
2,59, The objects of sense turn from him who is abstemious. Even the relish for them is lost in him who has seen the Truth. ,"['object', 'turn from', 'lost in']",3,"['object', 'turn from', 'lost in']",['lost in'],3,1
2,60," O Arjuna! The mind of him, who is trying to conquer it, is forcibly carried away in spite of his efforts, by his tumultuous senses. ","['conquer', 'away']",2,"['conquer', 'away']",[],2,0
2,61," Restraining them all, let him meditate steadfastly on Me; for who thus conquers his senses achieves perfection. ","['Restraining', 'on', 'conquer']",3,"['Restraining', 'conquer']",['Restraining'],2,1
2,62," When a man dwells on the objects of sense, he creates an attraction for them; attraction develops into desire, and desire breeds anger. ","['dwell', 'on', 'develop', 'into', 'breed']",5,"['dwell', 'develop', 'breed']",['develop'],3,1
2,63," Anger induces delusion; delusion, loss of memory; through loss of memory, reason is shattered; and loss of reason leads to destruction. ","['induc', 'loss', 'through loss', 'shattered', 'loss', 'lead', 'to']",7,"['induc', 'loss', 'through loss', 'shattered', 'loss', 'lead']",['shattered'],6,1
2,64," But the self-controlled soul, who moves amongst sense objects, free from either attachment or repulsion, he wins eternal Peace. ","['control', 'free from', 'attachment', 'repul', 'win']",5,"['control', 'free from', 'attachment', 'repul', 'win']",[],5,0
2,65," Having attained Peace, he becomes free from misery; for when the mind gains peace, right discrimination follows. ","['ained', 'free from', 'gain', 'follow']",4,"['ained', 'free from', 'gain', 'follow']","['ained', 'follow']",4,2
2,66," Right discrimination is not for him who cannot concentrate. Without concentration, there cannot be meditation; he who cannot meditate must not expect peace; and without peace, how can anyone expect happiness? ","['Without', 'without']",2,[],[],0,0
2,67," As a ship at sea is tossed by the tempest, so the reason is carried away by the mind when preyed upon by straying senses. ","['carried away', 'prey', 'upon', 'stra']",4,"['carried away', 'prey', 'stra']",['carried away'],3,1
2,68," Therefore, O Might-in-Arms, he who keeps his senses detached from their objects – take it that his reason is purified. ","['take', 'purified']",2,"['take', 'purified']","['take', 'purified']",2,2
2,69," The saint is awake when the world sleeps, and he ignores that for which the world lives. ","['that', 'lives']",2,['lives'],[],1,0
2,70," He attains Peace, into whom desires flow as rivers into the ocean, which though brimming with water remains ever the same; not he whom desire carries away. ","['a', 'flow', 'rivers', 'brimming', 'car', 'away']",6,"['flow', 'rivers', 'brimming', 'car', 'away']",[],5,0
2,71," He attains Peace who, giving up desire, moves through the world without aspiration, possessing nothing which he can call his own, and free from pride. ","['ains', 'without', 'free from']",3,"['ains', 'free from']",[],2,0
2,72," O Arjuna! This is the state of the Self, the Supreme Spirit, to which if a man once attain, it shall never be taken from him. Even at the time of leaving the body, he will remain firmly enthroned there, and will become one with the Eternal.” ","['This', 'state', 'Supreme', 'to', 'attain', 'taken from', 'at']",7,"['state', 'Supreme', 'attain', 'taken from']",['taken from'],4,1
13,1,"“Arjuna asked: My Lord! Who is God and what is Nature; what is Matter and what is the Self; what is that they call Wisdom, and what is it that is worth knowing? I wish to have this explained. ","['Lord', 'that', 'worth', 'have this']",4,"['Lord', 'worth', 'have this']",['have this'],3,1
13,2," Lord Shri Krishna replied: O Arjuna! The body of man is the playground of the Self; and That which knows the activities of Matter, sages call the Self. ","['playground', 'That', 'knows']",3,"['playground', 'knows']",[],2,0
13,3, I am the Omniscient self that abides in the playground of Matter; knowledge of Matter and of the all-knowing Self is wisdom. ,"['in', 'playground']",2,['playground'],[],1,0
13,4," What is called Matter, of what it is composed, where it came, and why it changes, what the Self is, and what Its power – this I will now briefly set forth. ","['compose', 'came', 'power', 'this', 'set', 'th']",6,"['compose', 'came', 'power', 'set', 'th']",['came'],5,1
13,5," Seers have sung of It in various ways, in many hymns and sacred Vedic songs, weighty in thought and convincing in argument. ","['in', 'ways', 'in', 'cred', 'weighty in', 'ncing in']",6,"['ways', 'cred', 'weighty in', 'ncing in']",['cred'],4,1
13,6," The five great fundamentals (earth, fire, air, water and ether), personality, intellect, the mysterious life force, the ten organs of perception and action, the mind and the five domains of sensation; ","['great', 's', 'force', 'domains']",4,"['great', 's', 'force', 'domains']",[],4,0
13,7," Desire, aversion, pleasure, pain, sympathy, vitality and the persistent clinging to life, these are in brief the constituents of changing Matter. ","['clinging to', 'these', 'brief', 'constituents', 'changing']",5,"['clinging to', 'brief', 'constituents', 'changing']","['clinging to', 'changing']",4,2
13,8," Humility, sincerity, harmlessness, forgiveness, rectitude, service of the Master, purity, steadfastness, self-control; ","['har', 'service']",2,"['har', 'service']",[],2,0
13,9," Renunciation of the delights of sense, absence of pride, right understanding of the painful problem of birth and death, of age and sickness; ","['s', 'painful']",2,"['s', 'painful']",[],2,0
13,10," Indifference, non-attachment to sex, progeny or home, equanimity in good fortune and in bad; ","['attachment to', 'in', 'in']",3,['attachment to'],[],1,0
13,11," Unswerving devotion to Me, by concentration on Me and Me alone, a love for solitude, indifference to social life; ","['swerving', 'to', 'on', 'to']",4,['swerving'],['swerving'],1,1
13,12," Constant yearning for the knowledge of Self, and pondering over the lessons of the great Truth – this is Wisdom, all else ignorance. ","['over', 'great', 'this']",3,['great'],[],1,0
13,13," I will speak to you now of that great Truth which man ought to know, since by its means he will win immortal bliss – that which is without beginning, the Eternal Spirit which dwells in Me, neither with form, nor yet without it. ","['to', 'that great', 'means', 'that', 'without', 'dwells in', 'with form', 'without']",8,"['that great', 'means', 'dwells in', 'with form']",[],4,0
13,14," Everywhere are Its hands and Its feet; everywhere It has eyes that see, heads that think and mouths that speak; everywhere It listens; It dwells in all the worlds; It envelops them all. ","['has', 'listen', 'dwell', 'in', 'envelop']",5,"['has', 'listen', 'dwell', 'envelop']",['has'],4,1
13,15," Beyond the senses, It yet shines through every sense perception. Bound to nothing, It yet sustains everything. Unaffected by the Qualities, It still enjoys them all. ","['Beyond', 'shine', 'through', 'Bound to', 'sustains', 'Unaffected', 'enjoys']",7,"['Beyond', 'shine', 'Bound to', 'sustains', 'Unaffected', 'enjoys']",['Unaffected'],6,1
13,16," It is within all beings, yet outside; motionless yet moving; too subtle to be perceived; far away yet always near. ","['within', 'outside']",2,[],[],0,0
13,17," In all beings undivided, yet living in division, It is the upholder of all, Creator and Destroyer alike; ","['In', 'in division', 'holder', 'stro']",4,"['in division', 'holder', 'stro']",[],3,0
13,18," It is the Light of lights, beyond the reach of darkness; the Wisdom, the only thing that is worth knowing or that wisdom can teach; the Presence in the hearts of all. ","['reach', 'thing', 'worth', 'teach', 'in']",5,"['reach', 'thing', 'worth', 'teach']",[],4,0
13,19," Thus I have told you in brief what Matter is, and the Self worth realising and what is Wisdom. He who is devoted to Me knows; and assuredly he will enter into Me. ","['worth', 'to', 'into']",3,['worth'],[],1,0
13,20, Know you further that Nature and God have no beginning; and that differences of character and quality have their origin in Nature only. ,"['further', 'have', 'character', 'have', 'in']",5,"['further', 'have', 'character', 'have']","['have', 'have']",4,2
13,21, Nature is the Law which generates cause and effect; God is the source of the enjoyment of all pleasure and pain. ,"['Law', 'generate', 'source', 'pain']",4,"['Law', 'generate', 'source', 'pain']",[],4,0
13,22, God dwelling in the heart of Nature experiences the Qualities which nature brings forth; and His affinity towards the Qualities is the reason for His living in a good or evil body. ,"['dwell', 'in', 'heart', 'experiences', 'brings forth', 'towards', 'evil']",7,"['dwell', 'heart', 'experiences', 'brings forth', 'towards', 'evil']",[],6,0
13,23," Thus in the body of man dwells the Supreme God; He who sees and permits, upholds and enjoys, the Highest God and the Highest Self. ","['in', 'dwell', 'Supreme', 'hold']",4,"['dwell', 'Supreme', 'hold']",[],3,0
13,24," He who understands God and Nature along with her qualities, whatever be his condition in life, he comes not again to earth. ",['in'],1,[],[],0,0
13,25," Some realise the Supreme by meditating, by its aid, on the Self within, others by pure reason, others by right action. ","['aid', 'on', 'within']",3,['aid'],[],1,0
13,26," Others again, having no direct knowledge but only hearing from others, nevertheless worship, and they, too, if true to the teachings, cross the sea of death. ","['having', 'direct', 'from', 'to', 'cross', 'sea']",6,"['having', 'direct', 'cross', 'sea']",['having'],4,1
13,27," Wherever life is seen in things movable or immovable, it is the joint product of Matter and Spirit. ","['seen in things', 'mov', 'joint product']",3,"['seen in things', 'mov', 'joint product']",['seen in things'],3,1
13,28," He who can see the Supreme Lord in all beings, the Imperishable amidst the perishable, he it is who really sees. ","['see', 'Lord in', 'amidst', 'se']",4,"['see', 'Lord in', 'amidst', 'se']",['see'],4,1
13,29," Beholding the Lord in all things equally, his actions do not mar his spiritual life but lead him to the height of Bliss. ","['Behold', 'in', 'things', 'mar', 'life', 'lead', 'to', 'height']",8,"['Behold', 'things', 'mar', 'life', 'lead', 'height']",[],6,0
13,30," He who understands that it is only the Law of Nature that brings action to fruition, and that the Self never acts, alone knows the Truth. ","['brings', 'to fruition']",2,"['brings', 'to fruition']",[],2,0
13,31," He who sees the diverse forms of life all rooted in One, and growing forth from Him, he shall indeed find the Absolute. ","['se', 'forms', 'rooted in', 'find']",4,"['se', 'forms', 'rooted in', 'find']","['rooted in', 'find']",4,2
13,32," The Supreme Spirit, O Prince, is without beginning, without Qualities and Imperishable, and though it be within the body, yet It does not act, nor is It affected by action. ","['Supreme', 'without', 'without', 'act']",4,"['Supreme', 'act']",[],2,0
13,33," As space, though present everywhere, remains by reason of its subtlety unaffected, so the Self, though present in all forms, retains its purity unalloyed. ","['present', 'remain', 'unaffected', 'present in', 'form', 'retains', 'pur', 'unalloy']",8,"['present', 'remain', 'unaffected', 'present in', 'form', 'retains', 'pur', 'unalloy']",[],8,0
13,34," As the one Sun illuminates the whole earth, so the Lord illumines the whole universe. ",[],0,[],[],0,0
13,35," Those who with the eyes of wisdom thus see the difference between Matter and Spirit, and know how to liberate Life from the Law of Nature, they attain the Supreme.” ","['with', 'see', 'between', 'libera', 'from', 'attain', 'Supreme']",7,"['see', 'libera', 'attain', 'Supreme']",['see'],4,1
6,1,"“Lord Shri Krishna said: He who acts because it is his duty, not thinking of the consequences, is really spiritual and a true ascetic; and not he who merely observes rituals or who shuns all action. ",[],0,[],[],0,0
6,2, O Arjuna! Renunciation is in fact what is called Right Action. No one can become spiritual who has not renounced all desire. ,['in'],1,[],[],0,0
6,3," For the sage who seeks the heights of spiritual meditation, practice is the only method, and when he has attained them, he must maintain himself there by continual self-control. ","['seeks', 'heights', 'them', 'maintain', 'there']",5,"['seeks', 'heights', 'them', 'maintain', 'there']",[],5,0
6,4," When a man renounces even the thought of initiating action, when he is not interested in sense objects or any results which may flow from his acts, then in truth he understands spirituality. ","['ounce', 'in', 'flow from', 'in']",4,"['ounce', 'flow from']",[],2,0
6,5," Let him seek liberation by the help of his Highest Self, and let him never disgrace his own Self. For that Self is his only friend; yet it may also be his enemy. ","['seek', 'High', 'that']",3,"['seek', 'High']",[],2,0
6,6," To him who has conquered his lower nature by Its help, the Self is a friend, but to him who has not done so, It is an enemy. ","['To', 'conquered', 'lower nature', 'help', 'to', 'em']",6,"['conquered', 'lower nature', 'help', 'em']",['conquered'],4,1
6,7," The Self of him who is self-controlled, and has attained peace is equally unmoved by heat or cold, pleasure or pain, honour or dishonour. ","['ained', 'un', 'ved']",3,"['ained', 'un', 'ved']","['ained', 'ved']",3,2
6,8," He who desires nothing but wisdom and spiritual insight, who has conquered his senses and who looks with the same eye upon a lump of earth, a stone or fine gold, is a real saint. ","['conque', 'lump']",2,"['conque', 'lump']",[],2,0
6,9," He looks impartially on all – lover, friend or foe; indifferent or hostile; alien or relative; virtuous or sinful. ","['looks', 'on']",2,['looks'],[],1,0
6,10," Let the student of spirituality try unceasingly to concentrate his mind; Let him live in seclusion, absolutely alone, with mind and personality controlled, free from desire and without possessions. ","['student', 'concentrat', 'in', 'with', 'control', 'free from', 'without']",7,"['student', 'concentrat', 'control', 'free from']",[],4,0
6,11," Having chosen a holy place, let him sit in a firm posture on a seat, neither too high nor too low, and covered with a grass mat, a deer skin and a cloth. ",['in'],1,[],[],0,0
6,12," Seated thus, his mind concentrated, its functions controlled and his senses governed, let him practise meditation for the purification of his lower nature. ","['control', 'govern', 'purification', 'lower nature']",4,"['control', 'govern', 'purification', 'lower nature']",[],4,0
6,13," Let him hold body, head and neck erect, motionless and steady; let him look fixedly at the tip of his nose, turning neither to the right nor to the left. ",[],0,[],[],0,0
6,14," With peace in his heart and nor fear, observing the vow of celibacy, with mind controlled and fixed on Me, let the student lose himself in contemplation of Me. ","['With', 'in', 'with', 'controlled', 'fixed on', 'los', 'in']",7,"['controlled', 'fixed on', 'los']","['controlled', 'fixed on']",3,2
6,15," Thus keeping his mind always in communion with Me, and with his thoughts subdued, he shall attain that Peace which is mine and which will lead him to liberation at last. ","['keeping', 'in communion with', 'with', 'du', 'attain that', 'lead', 'to']",7,"['keeping', 'in communion with', 'du', 'attain that', 'lead']",['keeping'],5,1
6,16," Meditation is not for him who eats too much, not for him who eats not at all; not for him who is overmuch addicted to sleep, not for him who is always awake. ",['to'],1,[],[],0,0
6,17," But for him who regulates his food and recreation, who is balanced in action, in sleep and in waking, it shall dispel all unhappiness. ","['regula', 'balance', 'in', 'in', 'in', 'dispel']",6,"['regula', 'balance', 'dispel']",[],3,0
6,18," When the mind, completely controlled, is centered in the Self, and free from all earthly desires, then is the man truly spiritual. ","['control', 'center', 'in', 'free from']",4,"['control', 'center', 'free from']",[],3,0
6,19," The wise man who has conquered his mind and is absorbed in the Self is as a lamp which does not flicker, since it stands sheltered from every wind. ","['conquered', 'absorb', 'in', 'lamp', 'stand', 'from']",6,"['conquered', 'absorb', 'lamp', 'stand']",['conquered'],4,1
6,20," There, where the whole nature is seen in the light of the Self, where the man abides within his Self and is satisfied there, its functions restrained by its union with the Divine, the mind finds rest. ","['There', 'whole', 'seen in', 'light', 'within', 'there', 'restrained', 'union with', 'finds rest']",9,"['whole', 'seen in', 'light', 'there', 'restrained', 'union with', 'finds rest']","['seen in', 'restrained', 'finds rest']",7,3
6,21," When he enjoys the Bliss which passes sense, and which only the Pure Intellect can grasp, when he comes to rest within his own highest Self, never again will he stray from reality. ","['Bli', 's', 'passe', 'grasp', 'comes', 'rest within', 'highest', 'stray from']",8,"['Bli', 's', 'passe', 'grasp', 'comes', 'rest within', 'highest', 'stray from']",['comes'],8,1
6,22," Finding That, he will realise that there is no possession so precious. And when once established here, no calamity can disturb him. ","['That', 'precio', 'disturb']",3,"['precio', 'disturb']",[],2,0
6,23, This inner severance from the affliction of misery is spirituality. It should be practised with determination and with a heart which refuses to be depressed. ,"['This inner severance from', 'ction', 'with', 'with', 'refuse']",5,"['This inner severance from', 'ction', 'refuse']",[],3,0
6,24," Renouncing every desire which imagination can conceive, controlling the senses at every point by the power of mind; ","['Renouncing', 'conceive', 'control', 'at', 'point', 'power']",6,"['Renouncing', 'conceive', 'control', 'point', 'power']",['Renouncing'],5,1
6,25," Little by little, by the help of his reason controlled by fortitude, let him attain peace; and, fixing his mind on the Self, let him not think of any other thing. ","['help', 'controlled', 'attain', 'fix', 'on', 'thing']",6,"['help', 'controlled', 'attain', 'fix', 'thing']",['controlled'],5,1
6,26," When the volatile and wavering mind would wander, let him restrain it and bring it again to its allegiance to the Self. ","['volatile', 'wavering', 'nder', 'restrain', 'bring', 'to', 'to']",7,"['volatile', 'wavering', 'nder', 'restrain', 'bring']",['wavering'],5,1
6,27," Supreme Bliss is the lot of the sage, whose mind attains Peace, whose passions subside, who is without sin, and who becomes one with the Absolute. ","['Supreme', 'lot', 'attains', 'subside', 'without', 'with']",6,"['Supreme', 'lot', 'attains', 'subside']",[],4,0
6,28," Thus, free from sin, abiding always in the Eternal, the saint enjoys without effort the Bliss which flows from realisation of the Infinite. ","['free from', 'in', 'without', 'flows from']",4,"['free from', 'flows from']",[],2,0
6,29," He who experiences the unity of life sees his own Self in all beings, and all beings in his own Self, and looks on everything with an impartial eye; ","['experiences', 'se', 'in', 'in', 'on']",5,"['experiences', 'se']",[],2,0
6,30," He who sees Me in everything and everything in Me, him shall I never forsake, nor shall he lose Me. ","['in', 'in', 'los']",3,['los'],[],1,0
6,31," The sage who realises the unity of life and who worships Me in all beings, lives in Me, whatever may be his lot. ","['in', 'in', 'lot']",3,['lot'],[],1,0
